井名	小层名	砂顶	砂底	砂厚	有效厚度	孔隙度	渗透率	油饱和度
L8-P2055	P1_7	1035.2	1035.4	0.2	0.2	0.3	5.70E+01	0.723
L8-P2055	P1_7	1035.6	1036.4	0.8	0.5	0.3	1.80E+02	0.723
L8-P2055	P2_1-3	1037	1037.33	0.33	0.33	0.3	6.42E+02	0.723
L8-P2055	P2_1-3	1037.33	1037.67	0.33	0.33	0.3	6.42E+02	0.723
L8-P2055	P2_1-3	1037.67	1038	0.33	0.33	0.3	6.42E+02	0.723
L8-P2055	P2_4	1048.2	1049.23	1.03	0.23	0.3	3.71E+02	0.723
L8-P2055	P2_5+6	1049.23	1050.27	1.03	0.23	0.3	3.71E+02	0.723
L8-P2055	P2_5+6	1050.27	1051.3	1.03	0.23	0.3	3.71E+02	0.723
L8-P2055	P2_7-9	1051.3	1052.33	1.03	0.23	0.3	3.71E+02	0.723
L8-P2055	P2_7-9	1052.33	1053.37	1.03	0.23	0.3	3.71E+02	0.723
L8-P2055	P2_7-9	1053.37	1054.4	1.03	0.23	0.3	3.71E+02	0.723
L8-P2055	P2_7-9	1054.8	1055	0.2	0.1	0.3	1.11E+02	0.723
L8-P2055	P2_7-9	1055	1055.2	0.2	0.1	0.3	1.11E+02	0.723
L8-P2055	P2_7-9	1055.2	1055.4	0.2	0.1	0.3	1.11E+02	0.723
L8-P2055	P2_7-9	1056.4	1056.87	0.47	0.13	0.3	7.50E+01	0.723
L8-P2055	P2_7-9	1056.87	1057.33	0.47	0.13	0.3	7.50E+01	0.723
L8-P2055	P2_7-9	1057.33	1057.8	0.47	0.13	0.3	7.50E+01	0.723
L8-P2055	P2_10	1060.6	1062.8	2.2	0.6	0.3	1.57E+02	0.723
L8-P2055	P2_10	1063.3	1063.7	0.4	0.4	0.3	2.01E+02	0.723
L8-P2055	P2_10	1064.7	1064.9	0.2	0	0.3	1.00E+00	0.723
L8-P2055	G1_1	1066.6	1068	1.4	0.4	0.3	7.40E+01	0.723
L8-P2055	G1_2+3	1068.6	1070	1.4	0.35	0.3	1.97E+02	0.723
L8-P2055	G1_2+3	1070	1071.4	1.4	0.35	0.3	1.97E+02	0.723
L8-P211	S1_1	899.4	900.3	0.9	0.9	0.3	1.00E+00	0.723
L8-P211	S1_2	904.4	904.6	0.2	0.2	0.3	1.00E+00	0.723
L8-P211	S1_3	910.9	911.3	0.4	0.4	0.3	1.00E+00	0.723
L8-P211	S1_3	911.7	912	0.3	0.3	0.3	1.00E+00	0.723
L8-P211	S1_4+5	912.6	912.9	0.3	0.3	0.3	1.00E+00	0.723
L8-P211	S1_4+5	912.9	913.2	0.3	0.3	0.3	1.00E+00	0.723
L8-P211	S1_4+5	914.1	914.5	0.4	0.4	0.3	1.00E+00	0.723
L8-P211	S1_4+5	914.5	914.9	0.4	0.4	0.3	1.00E+00	0.723
L8-P211	S1_4+5	916.6	917	0.4	0.4	0.3	1.00E+00	0.723
L8-P211	S1_4+5	917	917.4	0.4	0.4	0.3	1.00E+00	0.723
L8-P211	S2_2+3	936.5	940.75	4.25	0.3	0.3	7.00E+00	0.723
L8-P211	S2_2+3	940.75	945	4.25	0.3	0.3	7.00E+00	0.723
L8-P211	S2_4	946.5	946.7	0.2	0.2	0.3	1.19E+02	0.723
L8-P211	S2_5+6	948.7	948.85	0.15	0.15	0.3	3.60E+02	0.723
L8-P211	S2_5+6	948.85	949	0.15	0.15	0.3	3.60E+02	0.723
L8-P211	S2_5+6	949.4	950.5	1.1	0.3	0.3	2.19E+03	0.723
L8-P211	S2_5+6	950.5	951.6	1.1	0.3	0.3	2.19E+03	0.723
L8-P211	S2_7+8	957.8	957.95	0.15	0.15	0.3	3.54E+02	0.723
L8-P211	S2_7+8	957.95	958.1	0.15	0.15	0.3	3.54E+02	0.723
L8-P211	S2_12	970.2	972.57	2.37	0.17	0.3	3.90E+01	0.723
L8-P211	S2_13+14	972.57	974.93	2.37	0.17	0.3	3.90E+01	0.723
L8-P211	S2_13+14	974.93	977.3	2.37	0.17	0.3	3.90E+01	0.723
L8-P211	S3_3	988.7	989	0.3	0	0.3	1.00E+00	0.723
L8-P211	S3_3	993.4	993.8	0.4	0.2	0.3	1.20E+02	0.723
L8-P211	S3_3	994.3	996	1.7	0.14	0.3	8.50E+01	0.723
L8-P211	S3_4-7	996	997.7	1.7	0.14	0.3	8.50E+01	0.723
L8-P211	S3_4-7	997.7	999.4	1.7	0.14	0.3	8.50E+01	0.723
L8-P211	S3_4-7	999.4	1001.1	1.7	0.14	0.3	8.50E+01	0.723
L8-P211	S3_4-7	1001.1	1002.8	1.7	0.14	0.3	8.50E+01	0.723
L8-P211	S3_8	1006.5	1007.2	0.7	0.7	0.3	2.96E+03	0.723
L8-P211	S3_8	1007.6	1008.83	1.23	0.17	0.3	1.10E+01	0.723
L8-P211	S3_9+10	1008.83	1010.07	1.23	0.17	0.3	1.10E+01	0.723
L8-P211	S3_9+10	1010.07	1011.3	1.23	0.17	0.3	1.10E+01	0.723
L8-P211	P1_2	1021.7	1025.5	3.8	0.14	0.3	3.04E+02	0.723
L8-P211	P1_4	1025.5	1029.3	3.8	0.14	0.3	3.04E+02	0.723
L8-P211	P1_4	1029.3	1033.1	3.8	0.14	0.3	3.04E+02	0.723
L8-P211	P1_5+6	1033.1	1036.9	3.8	0.14	0.3	3.04E+02	0.723
L8-P211	P1_5+6	1036.9	1040.7	3.8	0.14	0.3	3.04E+02	0.723
L8-P211	P1_5+6	1041.4	1042.25	0.85	0.85	0.3	2.99E+03	0.723
L8-P211	P1_5+6	1042.25	1043.1	0.85	0.85	0.3	2.99E+03	0.723
L8-P211	P2_1-3	1047.6	1048.4	0.8	0.13	0.3	1.70E+01	0.723
L8-P211	P2_1-3	1048.4	1049.2	0.8	0.13	0.3	1.70E+01	0.723
L8-P211	P2_1-3	1049.2	1050	0.8	0.13	0.3	1.70E+01	0.723
L8-P211	P2_1-3	1052.8	1052.87	0.07	0	0.3	1.00E+00	0.723
L8-P211	P2_1-3	1052.87	1052.93	0.07	0	0.3	1.00E+00	0.723
L8-P211	P2_1-3	1052.93	1053	0.07	0	0.3	1.00E+00	0.723
L8-P211	P2_1-3	1053.9	1053.97	0.07	0.07	0.3	6.00E+00	0.723
L8-P211	P2_1-3	1053.97	1054.03	0.07	0.07	0.3	6.00E+00	0.723
L8-P211	P2_1-3	1054.03	1054.1	0.07	0.07	0.3	6.00E+00	0.723
L8-P211	P2_4	1056.7	1057.27	0.57	0.1	0.3	1.70E+01	0.723
L8-P211	P2_5+6	1057.27	1057.83	0.57	0.1	0.3	1.70E+01	0.723
L8-P211	P2_5+6	1057.83	1058.4	0.57	0.1	0.3	1.70E+01	0.723
L8-P211	P2_5+6	1059	1059.5	0.5	0.08	0.3	3.70E+02	0.723
L8-P211	P2_5+6	1059.5	1060	0.5	0.08	0.3	3.70E+02	0.723
L8-P211	P2_7-9	1060	1060.5	0.5	0.08	0.3	3.70E+02	0.723
L8-P211	P2_7-9	1060.5	1061	0.5	0.08	0.3	3.70E+02	0.723
L8-P211	P2_7-9	1061	1061.5	0.5	0.08	0.3	3.70E+02	0.723
L8-P211	P2_7-9	1065.1	1065.3	0.2	0.07	0.3	9.00E+00	0.723
L8-P211	P2_7-9	1065.3	1065.5	0.2	0.07	0.3	9.00E+00	0.723
L8-P211	P2_7-9	1065.5	1065.7	0.2	0.07	0.3	9.00E+00	0.723
L8-P211	P2_7-9	1066.8	1067.43	0.63	0.13	0.3	1.79E+02	0.723
L8-P211	P2_7-9	1067.43	1068.07	0.63	0.13	0.3	1.79E+02	0.723
L8-P211	P2_7-9	1068.07	1068.7	0.63	0.13	0.3	1.79E+02	0.723
L8-P211	P2_10	1071.1	1072.2	1.1	0.7	0.3	2.18E+02	0.723
L8-P211	P2_10	1073.5	1074.5	1	0.5	0.3	6.53E+02	0.723
L8-P2115	S1_2	915.4	916.2	0.8	0.8	0.3	1.00E+00	0.723
L8-P2115	S1_3	919.2	919.6	0.4	0.4	0.3	1.00E+00	0.723
L8-P2115	S1_3	920	920.3	0.3	0.3	0.3	1.00E+00	0.723
L8-P2115	S1_4+5	921.2	921.35	0.15	0.1	0.3	1.89E+02	0.723
L8-P2115	S1_4+5	921.35	921.5	0.15	0.1	0.3	1.89E+02	0.723
L8-P2115	S1_4+5	922.8	922.95	0.15	0.15	0.3	4.64E+02	0.723
L8-P2115	S1_4+5	922.95	923.1	0.15	0.15	0.3	4.64E+02	0.723
L8-P2115	S1_4+5	924.3	924.45	0.15	0.15	0.3	6.40E+01	0.723
L8-P2115	S1_4+5	924.45	924.6	0.15	0.15	0.3	6.40E+01	0.723
L8-P2115	S1_4+5	925.4	925.8	0.4	0.15	0.3	1.84E+02	0.723
L8-P2115	S1_4+5	925.8	926.2	0.4	0.15	0.3	1.84E+02	0.723
L8-P2115	S2_1+2	940.2	944	3.8	0.1	0.3	1.30E+01	0.723
L8-P2115	S2_2+3	944	947.8	3.8	0.1	0.3	1.30E+01	0.723
L8-P2115	S2_2+3	947.8	951.6	3.8	0.1	0.3	1.30E+01	0.723
L8-P2115	S2_4	955	955.4	0.4	0.4	0.3	2.71E+02	0.723
L8-P2115	S2_4	956.2	956.4	0.2	0.2	0.3	9.90E+01	0.723
L8-P2115	S2_5+6	957.8	958.6	0.8	0.28	0.3	1.27E+03	0.723
L8-P2115	S2_5+6	958.6	959.4	0.8	0.28	0.3	1.27E+03	0.723
L8-P2115	S2_7+8	959.4	960.2	0.8	0.28	0.3	1.27E+03	0.723
L8-P2115	S2_7+8	960.2	961	0.8	0.28	0.3	1.27E+03	0.723
L8-P2115	S2_7+8	967.6	967.83	0.23	0.1	0.3	6.40E+01	0.723
L8-P2115	S2_7+8	967.83	968.07	0.23	0.1	0.3	6.40E+01	0.723
L8-P2115	S2_9	968.07	968.3	0.23	0.1	0.3	6.40E+01	0.723
L8-P2115	S2_12	977.4	977.6	0.2	0.2	0.3	8.00E+01	0.723
L8-P2115	S2_13+14	980.2	981.75	1.55	0.13	0.3	4.85E+02	0.723
L8-P2115	S2_13+14	981.75	983.3	1.55	0.13	0.3	4.85E+02	0.723
L8-P2115	S2_15+16	983.3	984.85	1.55	0.13	0.3	4.85E+02	0.723
L8-P2115	S2_15+16	984.85	986.4	1.55	0.13	0.3	4.85E+02	0.723
L8-P2115	S2_15+16	987	988.45	1.45	0.1	0.3	2.00E+01	0.723
L8-P2115	S2_15+16	988.45	989.9	1.45	0.1	0.3	2.00E+01	0.723
L8-P2115	S3_3	999.7	1002.48	2.78	0.04	0.3	3.44E+02	0.723
L8-P2115	S3_4-7	1002.48	1005.26	2.78	0.04	0.3	3.44E+02	0.723
L8-P2115	S3_4-7	1005.26	1008.04	2.78	0.04	0.3	3.44E+02	0.723
L8-P2115	S3_4-7	1008.04	1010.82	2.78	0.04	0.3	3.44E+02	0.723
L8-P2115	S3_4-7	1010.82	1013.6	2.78	0.04	0.3	3.44E+02	0.723
L8-P2115	S3_9+10	1018.8	1019.3	0.5	0.1	0.3	1.40E+02	0.723
L8-P2115	S3_9+10	1019.3	1019.8	0.5	0.1	0.3	1.40E+02	0.723
L8-P2115	P1_1	1024.9	1026.5	1.6	0.7	0.3	2.20E+02	0.723
L8-P2115	P1_2	1030	1034.27	4.27	0.17	0.3	1.83E+02	0.723
L8-P2115	P1_4	1034.27	1038.53	4.27	0.17	0.3	1.83E+02	0.723
L8-P2115	P1_4	1038.53	1042.8	4.27	0.17	0.3	1.83E+02	0.723
L8-P2115	P1_5+6	1044.2	1044.95	0.75	0.15	0.3	3.12E+02	0.723
L8-P2115	P1_5+6	1044.95	1045.7	0.75	0.15	0.3	3.12E+02	0.723
L8-P2115	P1_5+6	1047	1048.87	1.87	0.17	0.3	3.80E+01	0.723
L8-P2115	P1_5+6	1048.87	1050.73	1.87	0.17	0.3	3.80E+01	0.723
L8-P2115	P1_7	1050.73	1052.6	1.87	0.17	0.3	3.80E+01	0.723
L8-P2115	P2_1-3	1054.2	1054.3	0.1	0.1	0.3	1.02E+02	0.723
L8-P2115	P2_1-3	1054.3	1054.4	0.1	0.1	0.3	1.02E+02	0.723
L8-P2115	P2_1-3	1054.4	1054.5	0.1	0.1	0.3	1.02E+02	0.723
L8-P2115	P2_1-3	1056.2	1058	1.8	0.17	0.3	2.33E+02	0.723
L8-P2115	P2_1-3	1058	1059.8	1.8	0.17	0.3	2.33E+02	0.723
L8-P2115	P2_1-3	1059.8	1061.6	1.8	0.17	0.3	2.33E+02	0.723
L8-P2115	P2_4	1062.4	1062.8	0.4	0.4	0.3	1.86E+03	0.723
L8-P2115	P2_5+6	1065.4	1066.48	1.08	0.24	0.3	4.27E+02	0.723
L8-P2115	P2_5+6	1066.48	1067.56	1.08	0.24	0.3	4.27E+02	0.723
L8-P2115	P2_7-9	1067.56	1068.64	1.08	0.24	0.3	4.27E+02	0.723
L8-P2115	P2_7-9	1068.64	1069.72	1.08	0.24	0.3	4.27E+02	0.723
L8-P2115	P2_7-9	1069.72	1070.8	1.08	0.24	0.3	4.27E+02	0.723
L8-P2115	P2_7-9	1073.4	1073.47	0.07	0	0.3	1.00E+00	0.723
L8-P2115	P2_7-9	1073.47	1073.53	0.07	0	0.3	1.00E+00	0.723
L8-P2115	P2_7-9	1073.53	1073.6	0.07	0	0.3	1.00E+00	0.723
L8-P2115	P2_7-9	1074.4	1074.47	0.07	0.07	0.3	8.10E+01	0.723
L8-P2115	P2_7-9	1074.47	1074.53	0.07	0.07	0.3	8.10E+01	0.723
L8-P2115	P2_7-9	1074.53	1074.6	0.07	0.07	0.3	8.10E+01	0.723
L8-P2115	P2_10	1080	1080.3	0.3	0.3	0.3	1.39E+02	0.723
L8-P2115	P2_10	1083.2	1083.6	0.4	0.4	0.3	5.80E+01	0.723
L8-P212	S1_1	900.8	901.2	0.4	0.4	0.3	1.00E+00	0.723
L8-P212	S1_1	903	903.2	0.2	0.2	0.3	1.00E+00	0.723
L8-P212	S1_3	911.6	912.4	0.8	0.8	0.3	1.00E+00	0.723
L8-P212	S1_3	912.8	914.8	2	2	0.3	1.00E+00	0.723
L8-P212	S1_4+5	915.9	918.45	2.55	2.55	0.3	1.00E+00	0.723
L8-P212	S1_4+5	918.45	921	2.55	2.55	0.3	1.00E+00	0.723
L8-P212	S2_1+2	936.4	937.75	1.35	0.2	0.3	2.40E+01	0.723
L8-P212	S2_2+3	937.75	939.1	1.35	0.2	0.3	2.40E+01	0.723
L8-P212	S2_2+3	939.6	940.5	0.9	0.65	0.3	5.54E+02	0.723
L8-P212	S2_2+3	940.5	941.4	0.9	0.65	0.3	5.54E+02	0.723
L8-P212	S2_2+3	942.4	944.7	2.3	0.2	0.3	1.55E+02	0.723
L8-P212	S2_2+3	944.7	947	2.3	0.2	0.3	1.55E+02	0.723
L8-P212	S2_4	947	949.3	2.3	0.2	0.3	1.55E+02	0.723
L8-P212	S2_4	950.3	950.6	0.3	0.3	0.3	1.00E+01	0.723
L8-P212	S2_5+6	951.2	951.5	0.3	0.3	0.3	1.60E+02	0.723
L8-P212	S2_5+6	951.5	951.8	0.3	0.3	0.3	1.60E+02	0.723
L8-P212	S2_5+6	953.2	953.8	0.6	0.6	0.3	4.62E+02	0.723
L8-P212	S2_5+6	953.8	954.4	0.6	0.6	0.3	4.62E+02	0.723
L8-P212	S2_10+11	966	966.35	0.35	0	0.3	1.00E+00	0.723
L8-P212	S2_10+11	966.35	966.7	0.35	0	0.3	1.00E+00	0.723
L8-P212	S2_10+11	969.8	969.9	0.1	0.1	0.3	3.00E+00	0.723
L8-P212	S2_10+11	969.9	970	0.1	0.1	0.3	3.00E+00	0.723
L8-P212	S2_12	972.3	972.6	0.3	0.3	0.3	7.00E+00	0.723
L8-P212	S2_13+14	978.6	979.55	0.95	0.03	0.3	1.73E+02	0.723
L8-P212	S2_13+14	979.55	980.5	0.95	0.03	0.3	1.73E+02	0.723
L8-P212	S2_15+16	980.5	981.45	0.95	0.03	0.3	1.73E+02	0.723
L8-P212	S2_15+16	981.45	982.4	0.95	0.03	0.3	1.73E+02	0.723
L8-P212	S2_15+16	983.4	983.95	0.55	0.15	0.3	4.20E+01	0.723
L8-P212	S2_15+16	983.95	984.5	0.55	0.15	0.3	4.20E+01	0.723
L8-P212	S2_15+16	984.9	985.15	0.25	0.25	0.3	4.93E+02	0.723
L8-P212	S2_15+16	985.15	985.4	0.25	0.25	0.3	4.93E+02	0.723
L8-P212	S3_3	996.1	996.3	0.2	0.2	0.3	1.70E+01	0.723
L8-P212	S3_3	996.8	1000.1	3.3	0.6	0.3	4.40E+01	0.723
L8-P212	S3_4-7	1000.8	1000.88	0.07	0.07	0.3	5.30E+01	0.723
L8-P212	S3_4-7	1000.88	1000.95	0.07	0.07	0.3	5.30E+01	0.723
L8-P212	S3_4-7	1000.95	1001.03	0.07	0.07	0.3	5.30E+01	0.723
L8-P212	S3_4-7	1001.03	1001.1	0.07	0.07	0.3	5.30E+01	0.723
L8-P212	S3_4-7	1001.4	1003.26	1.86	0.08	0.3	1.94E+02	0.723
L8-P212	S3_4-7	1003.26	1005.12	1.86	0.08	0.3	1.94E+02	0.723
L8-P212	S3_4-7	1005.12	1006.98	1.86	0.08	0.3	1.94E+02	0.723
L8-P212	S3_4-7	1006.98	1008.84	1.86	0.08	0.3	1.94E+02	0.723
L8-P212	S3_8	1008.84	1010.7	1.86	0.08	0.3	1.94E+02	0.723
L8-P212	S3_9+10	1012.6	1013.9	1.3	0.25	0.3	2.30E+02	0.723
L8-P212	S3_9+10	1013.9	1015.2	1.3	0.25	0.3	2.30E+02	0.723
L8-P212	P1_2	1025.8	1028.4	2.6	0.5	0.3	5.90E+01	0.723
L8-P212	P1_2	1030.1	1032.87	2.77	0.07	0.3	1.40E+01	0.723
L8-P212	P1_4	1032.87	1035.63	2.77	0.07	0.3	1.40E+01	0.723
L8-P212	P1_4	1035.63	1038.4	2.77	0.07	0.3	1.40E+01	0.723
L8-P212	P1_4	1039.2	1041.3	2.1	0.5	0.3	1.15E+03	0.723
L8-P212	P1_5+6	1041.7	1044.57	2.87	0.3	0.3	5.47E+02	0.723
L8-P212	P1_5+6	1044.57	1047.43	2.87	0.3	0.3	5.47E+02	0.723
L8-P212	P1_7	1047.43	1050.3	2.87	0.3	0.3	5.47E+02	0.723
L8-P212	P2_1-3	1050.9	1051.4	0.5	0.23	0.3	2.09E+03	0.723
L8-P212	P2_1-3	1051.4	1051.9	0.5	0.23	0.3	2.09E+03	0.723
L8-P212	P2_1-3	1051.9	1052.4	0.5	0.23	0.3	2.09E+03	0.723
L8-P212	P2_1-3	1054.8	1055.27	0.47	0.2	0.3	7.42E+02	0.723
L8-P212	P2_1-3	1055.27	1055.73	0.47	0.2	0.3	7.42E+02	0.723
L8-P212	P2_1-3	1055.73	1056.2	0.47	0.2	0.3	7.42E+02	0.723
L8-P212	P2_4	1060.1	1060.8	0.7	0.4	0.3	9.62E+02	0.723
L8-P212	P2_7-9	1071.8	1072.07	0.27	0.27	0.3	5.22E+02	0.723
L8-P212	P2_7-9	1072.07	1072.33	0.27	0.27	0.3	5.22E+02	0.723
L8-P212	P2_7-9	1072.33	1072.6	0.27	0.27	0.3	5.22E+02	0.723
L8-P212	P2_10	1079.5	1080.1	0.6	0.6	0.3	1.74E+02	0.723
L8-P2125	S1_1	910.8	911.2	0.4	0.4	0.3	1.00E+00	0.723
L8-P2125	S1_3	920.4	921.6	1.2	0.1	0.3	1.00E+03	0.723
L8-P2125	S1_3	921.9	922.1	0.2	0.2	0.3	2.00E+02	0.723
L8-P2125	S1_4+5	922.4	922.55	0.15	0.15	0.3	4.00E+01	0.723
L8-P2125	S1_4+5	922.55	922.7	0.15	0.15	0.3	4.00E+01	0.723
L8-P2125	S1_4+5	924.6	924.7	0.1	0	0.3	1.00E+00	0.723
L8-P2125	S1_4+5	924.7	924.8	0.1	0	0.3	1.00E+00	0.723
L8-P2125	S1_4+5	925.8	926.05	0.25	0.25	0.3	7.00E+01	0.723
L8-P2125	S1_4+5	926.05	926.3	0.25	0.25	0.3	7.00E+01	0.723
L8-P2125	S1_4+5	926.6	926.7	0.1	0.1	0.3	4.00E+01	0.723
L8-P2125	S1_4+5	926.7	926.8	0.1	0.1	0.3	4.00E+01	0.723
L8-P2125	S1_4+5	927.4	927.5	0.1	0.1	0.3	6.00E+01	0.723
L8-P2125	S1_4+5	927.5	927.6	0.1	0.1	0.3	6.00E+01	0.723
L8-P2125	S2_1+2	942.9	943.1	0.2	0.2	0.3	2.00E+02	0.723
L8-P2125	S2_2+3	943.1	943.3	0.2	0.2	0.3	2.00E+02	0.723
L8-P2125	S2_2+3	948.2	948.6	0.4	0.1	0.3	1.40E+02	0.723
L8-P2125	S2_2+3	948.6	949	0.4	0.1	0.3	1.40E+02	0.723
L8-P2125	S2_2+3	949.4	952.65	3.25	0.5	0.3	2.60E+02	0.723
L8-P2125	S2_2+3	952.65	955.9	3.25	0.5	0.3	2.60E+02	0.723
L8-P2125	S2_4	956.6	957.4	0.8	0.8	0.3	4.00E+01	0.723
L8-P2125	S2_5+6	958.2	958.3	0.1	0.1	0.3	4.00E+01	0.723
L8-P2125	S2_5+6	958.3	958.4	0.1	0.1	0.3	4.00E+01	0.723
L8-P2125	S2_5+6	959.5	960.85	1.35	0.15	0.3	6.00E+01	0.723
L8-P2125	S2_5+6	960.85	962.2	1.35	0.15	0.3	6.00E+01	0.723
L8-P2125	S2_9	970.7	972.87	2.17	0.4	0.3	1.00E+03	0.723
L8-P2125	S2_10+11	972.87	975.03	2.17	0.4	0.3	1.00E+03	0.723
L8-P2125	S2_10+11	975.03	977.2	2.17	0.4	0.3	1.00E+03	0.723
L8-P2125	S2_12	982.8	983.53	0.73	0.73	0.3	3.20E+02	0.723
L8-P2125	S2_13+14	983.53	984.27	0.73	0.73	0.3	3.20E+02	0.723
L8-P2125	S2_13+14	984.27	985	0.73	0.73	0.3	3.20E+02	0.723
L8-P2125	S2_13+14	985.4	987	1.6	0.05	0.3	8.00E+02	0.723
L8-P2125	S2_13+14	987	988.6	1.6	0.05	0.3	8.00E+02	0.723
L8-P2125	S2_15+16	988.6	990.2	1.6	0.05	0.3	8.00E+02	0.723
L8-P2125	S2_15+16	990.2	991.8	1.6	0.05	0.3	8.00E+02	0.723
L8-P2125	S3_3	1004.2	1006.68	2.48	0.56	0.3	1.60E+02	0.723
L8-P2125	S3_4-7	1006.68	1009.16	2.48	0.56	0.3	1.60E+02	0.723
L8-P2125	S3_4-7	1009.16	1011.64	2.48	0.56	0.3	1.60E+02	0.723
L8-P2125	S3_4-7	1011.64	1014.12	2.48	0.56	0.3	1.60E+02	0.723
L8-P2125	S3_4-7	1014.12	1016.6	2.48	0.56	0.3	1.60E+02	0.723
L8-P2125	S3_8	1019.8	1020.47	0.67	0.5	0.3	7.00E+01	0.723
L8-P2125	S3_9+10	1020.47	1021.13	0.67	0.5	0.3	7.00E+01	0.723
L8-P2125	S3_9+10	1021.13	1021.8	0.67	0.5	0.3	7.00E+01	0.723
L8-P2125	S3_9+10	1024.3	1024.45	0.15	0.15	0.3	1.80E+02	0.723
L8-P2125	S3_9+10	1024.45	1024.6	0.15	0.15	0.3	1.80E+02	0.723
L8-P2125	S3_9+10	1026	1028	2	0.6	0.3	2.80E+02	0.723
L8-P2125	P1_2	1033	1033.9	0.9	0.6	0.3	3.00E+02	0.723
L8-P2125	P1_2	1034.3	1036.4	2.1	0.7	0.3	3.80E+02	0.723
L8-P2125	P1_2	1038.2	1041.13	2.93	0.43	0.3	7.50E+02	0.723
L8-P2125	P1_4	1041.13	1044.07	2.93	0.43	0.3	7.50E+02	0.723
L8-P2125	P1_4	1044.07	1047	2.93	0.43	0.3	7.50E+02	0.723
L8-P2125	P1_4	1048.2	1049.2	1	0.2	0.3	1.10E+02	0.723
L8-P2125	P1_5+6	1049.2	1050.2	1	0.2	0.3	1.10E+02	0.723
L8-P2125	P1_5+6	1050.2	1051.2	1	0.2	0.3	1.10E+02	0.723
L8-P2125	P1_5+6	1054	1054.3	0.3	0.3	0.3	5.50E+01	0.723
L8-P2125	P1_5+6	1054.3	1054.6	0.3	0.3	0.3	5.50E+01	0.723
L8-P2125	P1_7	1057.3	1057.7	0.4	0.4	0.3	4.20E+02	0.723
L8-P2125	P2_1-3	1058.8	1058.87	0.07	0	0.3	1.00E+00	0.723
L8-P2125	P2_1-3	1058.87	1058.93	0.07	0	0.3	1.00E+00	0.723
L8-P2125	P2_1-3	1058.93	1059	0.07	0	0.3	1.00E+00	0.723
L8-P2125	P2_1-3	1060.5	1060.63	0.13	0.13	0.3	5.00E+01	0.723
L8-P2125	P2_1-3	1060.63	1060.77	0.13	0.13	0.3	5.00E+01	0.723
L8-P2125	P2_1-3	1060.77	1060.9	0.13	0.13	0.3	5.00E+01	0.723
L8-P2125	P2_1-3	1061.8	1062.4	0.6	0.53	0.3	1.90E+02	0.723
L8-P2125	P2_1-3	1062.4	1063	0.6	0.53	0.3	1.90E+02	0.723
L8-P2125	P2_1-3	1063	1063.6	0.6	0.53	0.3	1.90E+02	0.723
L8-P2125	P2_4	1070.4	1070.5	0.1	0	0.3	1.00E+00	0.723
L8-P2125	P2_5+6	1070.5	1070.6	0.1	0	0.3	1.00E+00	0.723
L8-P2125	P2_5+6	1070.6	1070.7	0.1	0	0.3	1.00E+00	0.723
L8-P2125	P2_5+6	1071.4	1071.55	0.15	0.15	0.3	4.00E+01	0.723
L8-P2125	P2_5+6	1071.55	1071.7	0.15	0.15	0.3	4.00E+01	0.723
L8-P2125	P2_7-9	1078.4	1078.47	0.07	0	0.3	1.00E+00	0.723
L8-P2125	P2_7-9	1078.47	1078.53	0.07	0	0.3	1.00E+00	0.723
L8-P2125	P2_7-9	1078.53	1078.6	0.07	0	0.3	1.00E+00	0.723
L8-P2125	P2_7-9	1080	1080.07	0.07	0	0.3	1.00E+00	0.723
L8-P2125	P2_7-9	1080.07	1080.13	0.07	0	0.3	1.00E+00	0.723
L8-P2125	P2_7-9	1080.13	1080.2	0.07	0	0.3	1.00E+00	0.723
L8-P2125	P2_10	1084.6	1085.8	1.2	1.2	0.3	4.00E+01	0.723
L8-P2125	P2_10	1087.3	1088.8	1.5	1.1	0.3	4.00E+02	0.723
L8-P2125	G1_2+3	1094.6	1094.8	0.2	0.2	0.3	1.00E+02	0.723
L8-P2125	G1_2+3	1094.8	1095	0.2	0.2	0.3	1.00E+02	0.723
L8-P2125	G1_2+3	1096.1	1100.7	4.6	2.7	0.3	2.20E+02	0.723
L8-P2135	S1_1	893.4	893.6	0.2	0.2	0.3	1.00E+00	0.723
L8-P2135	S1_2	900.7	901.1	0.4	0.4	0.3	1.00E+00	0.723
L8-P2135	S1_2	901.7	902.4	0.7	0.7	0.3	1.00E+00	0.723
L8-P2135	S1_3	906.2	906.5	0.3	0.3	0.3	1.00E+00	0.723
L8-P2135	S1_3	906.9	907.2	0.3	0.3	0.3	1.00E+00	0.723
L8-P2135	S1_4+5	908	908.35	0.35	0.35	0.3	1.00E+00	0.723
L8-P2135	S1_4+5	908.35	908.7	0.35	0.35	0.3	1.00E+00	0.723
L8-P2135	S1_4+5	909.2	909.6	0.4	0.4	0.3	1.00E+00	0.723
L8-P2135	S1_4+5	909.6	910	0.4	0.4	0.3	1.00E+00	0.723
L8-P2135	S1_4+5	911.9	912.45	0.55	0.55	0.3	1.00E+00	0.723
L8-P2135	S1_4+5	912.45	913	0.55	0.55	0.3	1.00E+00	0.723
L8-P2135	S2_1+2	929.2	930.75	1.55	0.5	0.3	4.08E+02	0.723
L8-P2135	S2_2+3	930.75	932.3	1.55	0.5	0.3	4.08E+02	0.723
L8-P2135	S2_2+3	933.5	936.83	3.33	0.1	0.3	7.00E+00	0.723
