����	����	����	��ȣ�m��	��ˮ��϶��                    (%)	��͸�ʣ�md��	���ͱ��Ͷ�(%)	���ʣ�%��	CPL���ͽ���
ɰ40	1060.6 	1066.7 	6.1 	22.93	146.2	45.79	23.01	6	3.05
ɰ40	1073.0 	1074.7 	1.7 	23.99	178.55	56.05	28.32	1	1.7
ɰ40	1076.8 	1078.4 	1.6 	23.84	173.62	33.12	30.75	10	0.8
ɰ40	1080.0 	1082.4 	2.4 	23.05	149.6	51.37	35.1	1	2.4
ɰ40	1083.9 	1086.2 	2.3 	26.63	282.29	70.91	31.66	1	2.3
ɰ40	1088.4 	1092.6 	4.2 	23.71	169.46	62.44	27.72	1	4.2
ɰ40	1093.3 	1094.3 	1.0 	23.23	154.9	56.07	28.55	1	1.0
ɰ40	1095.0 	1097.3 	2.3 	24.03	179.59	45.38	21.86	6	1.15
ɰ40	1099.4 	1101.3 	1.9 	22.08	123.82	45.97	23.89	6	0.95
ɰ40	1103.6 	1105.8 	2.2 	24.76	204.96	45.54	40.37	6	1.1
ɰ40	1108.2 	1110.1 	1.9 	18.62	58.45	26.78	35.73	4	0
ɰ40	1110.8 	1114.9 	4.1 	18.7	59.62	29.52	33.36	4	0
ɰ40	1124.7 	1127.7 	3.0 	26.02	255.13	72.34	39.95	1	3.0
ɰ40	1130.3 	1132.9 	2.6 	26	254.25	72.09	35.6	1	2.6
ɰ40	1134.6 	1136.0 	1.4 	21.06	100.57	57.04	34.57	1	1.4
ɰ40	1137.0 	1139.0 	2.0 	23.58	165.4	61.9	25.67	1	2.0
ɰ40	1143.2 	1144.5 	1.3 	21.88	118.93	48.35	38.13	11	0.65
ɰ40	1148.6 	1149.8 	1.2 	0.1	0	0	86.78	11	0.6
ɰ40	1155.1 	1156.8 	1.7 	14.66	20.41	56.53	50.28	1	1.7
ɰ40	1158.2 	1160.9 	2.7 	19.14	66.04	60.63	25.07	1	2.7
ɰ40	1161.9 	1163.0 	1.1 	19.81	76.77	65.77	32.59	1	1.1
ɰ40	1163.8 	1165.3 	1.5 	19.5	71.64	62.93	25.54	1	1.5
ɰ40	1165.9 	1167.3 	1.4 	19.12	65.75	45.77	39.68	6	0.7
ɰ40	1168.7 	1171.3 	2.6 	19.1	65.37	47.17	24.48	6	1.3
ɰ40	1176.8 	1177.9 	1.1 	17.04	39.58	53.67	37.47	1	1.1
ɰ40	1181.0 	1183.3 	2.3 	21.92	119.85	57.83	45.22	1	2.3
ɰ40	1186.9 	1188.5 	1.6 	21.29	105.61	33.75	30.66	2	0
ɰ40	1193.7 	1195.2 	1.5 	18.24	53.45	23.53	65.51	4	0
ɰ40	1195.9 	1197.4 	1.5 	18.52	57.1	55.36	49.9	1	1.5
ɰ40	1198.1 	1199.2 	1.1 	17.55	45.08	55.88	38.1	1	1.1
ɰ40	1199.6 	1202.4 	2.8 	18.78	60.73	63.72	34.79	1	2.8
ɰ40	1203.0 	1204.2 	1.2 	18.58	57.93	58.58	42.49	1	1.2
ɰ40	1206.8 	1208.2 	1.4 	17.31	42.4	53.82	40.77	1	1.4
ɰ40	1214.9 	1216.9 	2.0 	23.54	164.03	32.17	49.5	4	0
ɰ40	1217.4 	1220.2 	2.8 	23.56	164.8	56.07	27.46	1	2.8
ɰ40	1223.9 	1226.3 	2.4 	22.09	124.05	57.03	37.05	1	2.4
ɰ40	1228.7 	1230.6 	1.9 	16.54	34.77	49.37	46.41	11	0.95
ɰ40	1233.7 	1235.0 	1.3 	16.84	37.61	57.33	39.09	1	1.3
ɰ40	1238.5 	1239.5 	1.0 	13.92	16.27	49.35	45.26	1	1.0
ɰ40	1242.1 	1244.1 	2.0 	23.76	171.07	78.79	22.22	1	2.0
ɰ40	1244.9 	1246.0 	1.1 	21.56	111.57	68.24	37.83	1	1.1
ɰ40	1246.8 	1248.7 	1.9 	21.79	116.88	70.31	25.81	1	1.9
ɰ40	1249.7 	1251.4 	1.7 	21.06	100.52	69.73	24.28	1	1.7
ɰ40	1252.5 	1254.2 	1.7 	22.3	129.33	69.7	37.43	1	1.7
ɰ40	1255.0 	1256.4 	1.4 	24.89	209.68	74.51	27.52	1	1.4
ɰ40	1257.6 	1258.6 	1.0 	20.81	95.37	62.84	43.37	1	1.0
ɰ40	1261.4 	1263.6 	2.2 	20.13	82.49	67.71	34.64	1	2.2
ɰ40	1266.1 	1267.2 	1.1 	21.41	108.13	75.75	35.24	1	1.1
ɰ40	1267.8 	1269.0 	1.2 	24.23	186.32	78.57	26.39	1	1.2
ɰ40	1269.8 	1272.2 	2.4 	22.54	135.57	77.38	22.51	1	2.4
ɰ40	1279.4 	1282.2 	2.8 	17.46	44.12	57.66	34.09	1	2.8
ɰ40	1283.2 	1286.4 	3.2 	17	39.18	50.93	45.22	11	1.6
ɰ40	1290.6 	1291.8 	1.2 	19.18	66.71	64.94	38.73	1	1.2
ɰ40	1292.4 	1293.8 	1.4 	14.73	20.87	50.11	44.11	11	0.7
ɰ40	1296.3 	1297.4 	1.1 	14.92	22.07	55.46	31.06	1	1.1
ɰ40	1298.9 	1302.2 	3.3 	22.97	147.25	72.14	28.54	1	3.3
ɰ40	1302.9 	1307.9 	5.0 	22.57	136.36	63.35	29.87	1	5.0
ɰ40	1314.9 	1316.8 	1.9 	20.07	81.34	56.94	39.94	1	1.9
ɰ40	1326.2 	1329.2 	3.0 	16.69	36.16	50.75	46.44	11	1.5
ɰ40	1330.9 	1332.5 	1.6 	19.85	77.5	64.14	35.59	1	1.6
ɰ40	1332.9 	1334.2 	1.3 	18.06	51.16	20.65	35.86	4	0
ɰ40	1335.8 	1338.4 	2.6 	23.93	176.56	73.9	30.44	1	2.6
ɰ40	1341.0 	1342.5 	1.5 	22.94	146.49	69.03	40.95	1	1.5
ɰ40	1347.0 	1348.1 	1.1 	18.06	51.11	55.9	47.8	1	1.1
ɰ40	1348.7 	1349.9 	1.2 	19.63	73.78	59.31	36.43	1	1.2
ɰ40	1350.5 	1352.3 	1.8 	19.14	66	47.86	34.66	6	0.9
ɰ40	1352.7 	1353.6 	0.9 	20.16	82.92	42.13	34.82	6	0.45
ɰ40	1355.4 	1357.3 	1.9 	20.59	91.14	28.88	27.99	2	0
ɰ40	1360.0 	1361.9 	1.9 	22.56	136.09	62.72	35.86	1	1.9
ɰ40	1363.1 	1364.2 	1.1 	17.93	49.54	50.88	42.88	11	0.55
ɰ40	1369.9 	1371.4 	1.5 	18.15	52.32	58.19	24.12	1	1.5
ɰ40	1375.8 	1377.1 	1.3 	16.79	37.08	50.33	43.62	11	0.65
ɰ40	1378.0 	1379.4 	1.4 	14.5	19.49	48.75	40.45	11	0.7
ɰ40	1380.0 	1382.1 	2.1 	13.7	15.15	49.58	34.73	11	1.05
ɰ40	1382.7 	1384.4 	1.7 	14.85	21.64	62.76	38.46	11	0.85
ɰ40	1385.3 	1387.5 	2.2 	21.31	105.91	45.54	22.25	5	1.1
ɰ40	1388.2 	1390.0 	1.8 	14.23	17.92	45.6	33.27	5	0.9
ɰ40	1391.5 	1393.8 	2.3 	19.25	67.68	54.09	35.58	1	2.3
ɰ40	1394.7 	1396.1 	1.4 	15.92	29.4	57.94	41.32	1	1.4
ɰ40	1396.6 	1398.1 	1.5 	19.51	71.78	43.93	26.32	1	1.5
ɰ40	1401.7 	1403.1 	1.4 	15.42	25.55	57.49	40.39	1	1.4
ɰ40	1404.2 	1405.4 	1.2 	15.81	28.45	54.27	44.92	1	1.2
ɰ40	1406.4 	1407.6 	1.2 	13.46	14.05	52.4	46.42	1	1.2
ɰ40	1411.5 	1414.9 	3.4 	17.1	40.23	51.75	21.46	1	3.4
ɰ40	1417.9 	1419.7 	1.8 	19.72	75.38	61.63	20.53	1	1.8
ɰ40	1420.4 	1421.5 	1.1 	15.49	26.07	47.24	32.21	1	1.1
ɰ40	1423.3 	1424.9 	1.6 	18.79	60.88	54.4	26.05	1	1.6
ɰ40	1426.2 	1429.0 	2.8 	24.09	181.76	63.04	18.11	1	2.8
ɰ40	1431.0 	1433.8 	2.8 	21.18	103.06	57.31	24.12	1	2.8
ɰ40	1435.7 	1440.3 	4.6 	23.45	161.39	45.73	19.66	6	2.3
ɰ40	1445.4 	1450.0 	4.6 	32.23	654.33	48.13	34.46	6	2.3
ɰ40	1451.6 	1455.2 	3.6 	20.97	98.64	56.74	25.78	1	3.6
ɰ40	1456.6 	1459.3 	2.7 	17.63	45.99	51.05	24.38	1	2.7
ɰ40	1462.4 	1463.5 	1.1 	17	39.16	37.57	41.15	1	1.1
ɰ40	1464.2 	1465.8 	1.6 	21.08	101.09	56.52	55.3	1	1.6
ɰ40	1466.5 	1467.9 	1.4 	20.17	83.2	57.05	39.96	1	1.4
ɰ40	1469.9 	1474.2 	4.3 	20.68	92.87	62.74	20.62	1	4.3
ɰ40	1475.7 	1479.1 	3.4 	16.77	36.89	43.35	33.72	6	1.7
ɰ40	1482.6 	1484.2 	1.6 	20.76	94.52	50.52	37.18	6	0.8
ɰ40	1485.8 	1491.9 	6.1 	22.87	144.46	51.18	30.13	6	3.05
ɰ40	1493.9 	1495.9 	2.0 	15.17	23.75	38.23	48.54	4	0
ɰ40	1496.5 	1499.0 	2.5 	18.86	61.93	48.26	40.48	1	2.5
ɰ40	1501.7 	1503.8 	2.1 	20.05	81.01	56.68	31.47	1	2.1
ɰ40	1505.0 	1506.4 	1.4 	15.06	23	47.65	29.37	1	1.4
ɰ40	1509.9 	1511.7 	1.8 	24.89	209.89	51.34	43.96	1	1.8
ɰ40	1514.0 	1515.5 	1.5 	20.09	81.77	55.67	33.42	1	1.5
ɰ40	1517.6 	1520.0 	2.4 	15.44	25.67	46.64	26.19	11	1.2
ɰ40	1523.9 	1526.5 	2.6 	16.74	36.63	63.47	28.35	1	2.6
ɰ40	1527.3 	1530.5 	3.2 	19.12	65.68	63.54	30.83	6	1.6
ɰ40	1535.2 	1537.0 	1.8 	20.16	82.95	64.58	32.71	1	1.8
ɰ40	1543.8 	1546.2 	2.4 	17.98	50.15	60.65	26.16	1	2.4
ɰ40	1548.8 	1551.0 	2.2 	16.2	31.74	67.2	27.91	1	2.2
ɰ40	1552.3 	1555.2 	2.9 	18.8	61.01	53.25	29.5	1	2.9
ɰ40	1557.0 	1559.3 	2.3 	20.23	84.27	60.3	26.84	1	2.3
ɰ40	1562.7 	1563.9 	1.2 	16.24	32.09	39.6	28.62	1	1.2
ɰ40	1566.8 	1568.8 	2.0 	20.01	80.38	54.32	27.51	1	2.0
ɰ40	1570.0 	1572.3 	2.3 	22.37	131.17	62.04	27.62	1	2.3
ɰ40	1575.6 	1577.1 	1.5 	17.56	45.16	47.91	32.27	1	1.5
ɰ40	1577.9 	1580.1 	2.2 	17.52	44.76	55.03	30.66	1	2.2
ɰ40	1582.2 	1583.4 	1.2 	16.95	38.72	53.29	27.93	1	1.2
ɰ40	1586.6 	1589.1 	2.5 	18.8	61.03	60.25	34.42	1	2.5
ɰ40	1589.7 	1591.5 	1.8 	14.99	22.53	46.55	30.84	4	0
ɰ40	1592.4 	1596.0 	3.6 	15.07	23.04	58.87	20	4	0
ɰ40	1601.2 	1602.5 	1.3 	16.63	35.61	62.46	41.41	1	1.3
ɰ40	1603.7 	1608.2 	4.5 	17.51	44.66	49.3	40.95	1	4.5
ɰ40	1608.9 	1610.6 	1.7 	15.81	28.45	60.06	31.21	1	1.7
ɰ40	1613.5 	1618.4 	4.9 	18.44	56.11	62.54	26.4	1	4.9
ɰ40	1622.0 	1623.7 	1.7 	14.51	19.52	49.9	31.98	1	1.7
ɰ40	1625.2 	1627.9 	2.7 	16.8	37.24	53.33	27.29	1	2.7
ɰ40	1631.9 	1634.5 	2.6 	20.51	89.55	71.22	14.23	5	1.3
ɰ40	1638.2 	1640.2 	2.0 	18.43	55.95	48.61	30.49	6	1.0
ɰ40	1643.3 	1645.6 	2.3 	12.4	9.78	49.32	55.25	11	1.15
ɰ40	1648.8 	1651.5 	2.7 	14.08	17.09	50.68	31.22	1	2.7
ɰ40	1652.3 	1654.2 	1.9 	13.22	12.98	43.29	39.68	1	1.9
ɰ40	1654.8 	1656.5 	1.7 	14.76	21.07	44.75	34.91	1	1.7
ɰ40	1657.4 	1659.0 	1.6 	14.56	19.82	57.25	27.9	1	1.6
ɰ40	1660.0 	1662.8 	2.8 	17.71	46.97	62.59	31.12	1	2.8
ɰ40	1664.4 	1667.1 	2.7 	21.67	114.08	72.14	26.95	1	2.7
ɰ40	1669.9 	1670.9 	1.0 	18.14	52.2	63.06	30.27	1	1.0
ɰ40	1672.0 	1675.3 	3.3 	17.71	46.94	58.79	25.09	1	3.3
ɰ40	1676.6 	1678.2 	1.6 	12.72	10.94	40.11	36.72	4	0
ɰ40	1680.0 	1683.8 	3.8 	13.63	14.84	55.18	32.58	11	1.9
ɰ40	1685.6 	1686.9 	1.3 	11.73	7.65	48.15	40.56	11	0.65
ɰ40	1688.4 	1689.4 	1.0 	15.94	29.56	50.09	41.55	11	0.5
ɰ40	1690.6 	1692.0 	1.4 	14.48	19.33	42.27	27.94	11	0.7
ɰ40	1693.2 	1694.3 	1.1 	14.2	17.75	54.19	35.16	1	1.1
ɰ40	1696.9 	1698.9 	2.0 	14.52	19.56	50.33	40.4	1	2.0
ɰ40	1700.5 	1704.7 	4.2 	13.43	13.87	49.39	35.8	11	2.1
ɰ40	1706.3 	1708.0 	1.7 	13.93	16.3	46.39	39.79	11	0.85
ɰ40	1709.1 	1711.2 	2.1 	14.33	18.5	54.83	37.33	1	2.1
ɰ40	1717.1 	1720.7 	3.6 	12.79	11.21	53.7	26.39	11	1.8
ɰ40	1723.7 	1725.0 	1.3 	22.25	128.14	54.62	35.7	1	1.3
ɰ40	1726.7 	1728.3 	1.6 	15.97	29.8	55.65	34.55	1	1.6
ɰ40	1729.1 	1733.4 	4.3 	18.15	52.26	56.15	29.26	1	4.3
ɰ40	1740.3 	1743.4 	3.1 	14.69	20.61	54	30.43	4	0
ɰ40	1746.6 	1748.8 	2.2 	19.98	79.81	51.05	26.45	5	1.1
ɰ40	1749.8 	1751.8 	2.0 	13.03	12.16	37.27	39.61	11	1.0
ɰ40	1757.2 	1759.7 	2.5 	23.53	163.73	71.04	21.05	3	0
ɰ40	1761.6 	1763.6 	2.0 	15.36	25.11	66.37	34.63	1	2.0
ɰ40	1765.4 	1768.7 	3.3 	12.33	9.53	60.75	37.49	4	0
ɰ40	1771.0 	1774.2 	3.2 	16.14	31.23	54.03	43.35	4	0
ɰ40	1776.2 	1781.8 	5.6 	17.08	40.02	77.51	25.73	1	5.6
ɰ40	1786.3 	1788.5 	2.2 	9.77	3.43	40.25	43.75	4	0
ɰ40	1790.5 	1791.7 	1.2 	16.4	33.43	58.54	34.51	1	1.2
ɰ40	1793.5 	1795.2 	1.7 	11.38	6.7	45.02	36.48	11	0.85
ɰ40	1796.7 	1798.4 	1.7 	13.49	14.17	50.51	36.57	11	0.85
ɰ40	1805.1 	1806.8 	1.7 	8.52	1.87	45.92	35.67	4	0
ɰ40	1807.4 	1808.8 	1.4 	10.83	5.39	19.59	35.32	4	0
ɰ40	1810.8 	1813.9 	3.1 	10.57	4.85	34.71	31.98	4	0
ɰ40	1822.7 	1824.7 	2.0 	13.73	15.32	87.59	40.01	4	0
ɰ40	1825.7 	1829.2 	3.5 	14.04	16.9	63.32	36.49	4	0
ɰ40	1833.5 	1838.6 	5.1 	14.59	20	37.09	24.71	4	0
ɰ40	1840.7 	1849.1 	8.4 	26.61	281.63	42.16	34.17	4	0
ɰ40	1852.1 	1855.9 	3.8 	23.15	152.55	39.84	36.79	4	0
ɰ40	1862.7 	1865.4 	2.7 	24.09	181.66	65.73	32.84	13	0
ɰ40	1869.3 	1872.1 	2.8 	31.01	552.07	46.56	38.64	4	0
ɰ40	1876.8 	1881.6 	4.8 	19.32	68.83	33.5	41.6	4	0
ɰ40	1883.2 	1884.9 	1.7 	13.2	12.88	50.51	43.4	4	0
ɰ40	1893.3 	1894.2 	0.9 	15.09	23.19	40	28.19	4	0
ɰ40	1895.0 	1896.7 	1.7 	22.36	130.96	33.88	33.23	4	0
ɰ40	1898.0 	1901.9 	3.9 	28.31	369.77	35.33	35.03	4	0
ɰ40	1903.3 	1905.3 	2.0 	25.77	244.38	59.03	37.59	4	0
ɰ40	1910.8 	1913.9 	3.1 	27.46	323.2	49.3	37.32	4	0
ɰ40	1915.1 	1918.8 	3.7 	29.66	453.82	44.26	32.87	4	0
ɰ40	1922.0 	1924.8 	2.8 	13.72	15.26	39.1	23.66	13	0
ɰ40	1927.8 	1932.5 	4.7 	19.05	64.75	60.41	36.06	13	0
ɰ40	1938.5 	1939.9 	1.4 	20.28	85.18	46.12	43.89	4	0
ɰ40	1940.7 	1942.1 	1.4 	20.67	92.55	51.99	47.79	4	0
ɰ40	1943.0 	1947.7 	4.7 	26.46	274.54	44.3	40.54	4	0
ɰ40	1952.4 	1955.8 	3.4 	27.1	305.21	58.72	34.07	4	0
ɰ40	1956.5 	1958.4 	1.9 	18.96	63.4	45.17	30.26	6	0.95
ɰ40	1964.8 	1970.7 	5.9 	26.44	273.76	35.02	37.28	4	0
ɰ40	1973.8 	1976.0 	2.2 	18	50.46	41.91	40.71	4	0
ɰ40	1979.8 	1981.3 	1.5 	19.69	74.8	43.64	65.62	4	0
ɰ40	1982.7 	1984.6 	1.9 	23.28	156.27	46.23	37.02	6	0.95
ɰ40	1990.6 	1991.8 	1.2 	18.8	61.03	47.65	48.42	11	0.6
ɰ41	365.6 	367.7 	2.1 	27.67	71.24	-999	-999	2	0
ɰ41	387.8 	393.5 	5.7 	18.79	80.64	-999	-999	2	0
ɰ41	396.5 	404.9 	8.4 	17.63	71.31	-999	-999	2	0
ɰ41	420.8 	427.2 	6.4 	22.86	67.05	-999	-999	2	0
ɰ41	430.8 	440.6 	9.8 	11.91	48.82	-999	-999	2	0
ɰ41	443.6 	446.2 	2.6 	14.98	66.47	-999	-999	2	0
ɰ41	451.6 	458.9 	7.3 	26.93	63.24	-999	-999	2	0
ɰ41	492.0 	494.2 	2.2 	11.07	46.34	-999	-999	2	0
ɰ41	508.8 	512.4 	3.6 	8.97	54.37	-999	-999	2	0
ɰ41	522.8 	525.5 	2.7 	14.16	52.39	-999	-999	2	0
ɰ41	528.3 	531.8 	3.5 	22.41	67.06	-999	-999	2	0
ɰ41	554.2 	557.8 	3.6 	12.13	44.35	-999	-999	2	0
ɰ41	565.5 	568.3 	2.8 	26.08	54.87	-999	-999	2	0
ɰ41	575.8 	579.4 	3.6 	24.49	41.59	-999	-999	2	0
ɰ41	582.5 	585.4 	2.9 	25.37	48.61	-999	-999	2	0
ɰ41	586.3 	592.1 	5.8 	22.88	45.31	-999	-999	2	0
ɰ41	609.2 	611.2 	2.0 	11.54	56.17	-999	-999	2	0
ɰ41	619.3 	624.7 	5.4 	13.68	60.21	-999	-999	2	0
ɰ41	631.7 	635.4 	3.7 	21.92	66.53	-999	-999	2	0
ɰ41	638.3 	640.9 	2.6 	25.5	77.2	-999	-999	2	0
ɰ41	642.6 	650.4 	7.8 	16.63	64.96	-999	-999	2	0
ɰ41	654.9 	659.6 	4.7 	25.77	52.11	-999	-999	2	0
ɰ41	660.3 	664.1 	3.8 	18.67	48.81	-999	-999	2	0
ɰ41	667.7 	671.2 	3.5 	25.69	51.37	-999	-999	2	0
ɰ41	692.7 	695.4 	2.7 	26.89	62.77	-999	-999	2	0
ɰ41	701.6 	710.2 	8.6 	22.58	95.68	-999	-999	2	0
ɰ41	713.7 	719.1 	5.4 	24.37	67.11	-999	-999	2	0
ɰ41	735.6 	738.3 	2.7 	19.7	43	-999	-999	2	0
ɰ41	766.6 	773.9 	7.3 	16.66	43.24	-999	-999	2	0
ɰ41	790.6 	793.7 	3.1 	17.55	44.48	-999	-999	2	0
ɰ41	802.4 	807.1 	4.7 	17.26	54.7	-999	-999	2	0
ɰ41	809.2 	813.0 	3.8 	20.94	49.06	-999	-999	2	0
ɰ41	815.1 	818.7 	3.6 	22.59	49.29	-999	-999	2	0
ɰ41	820.0 	826.5 	6.5 	27.06	64.58	-999	-999	2	0
ɰ41	831.0 	834.3 	3.3 	23.73	41.74	-999	-999	2	0
ɰ41	844.3 	848.5 	4.2 	12.93	60.8	-999	-999	2	0
ɰ41	850.2 	854.8 	4.6 	16.83	75.53	-999	-999	2	0
ɰ41	881.6 	885.4 	3.8 	13.6	66.21	-999	-999	2	0
ɰ41	889.7 	891.8 	2.1 	23.48	34.59	-999	-999	2	0
ɰ41	895.8 	897.9 	2.1 	13.02	39.53	-999	-999	2	0
ɰ41	901.8 	907.2 	5.4 	13.84	57.03	-999	-999	2	0
ɰ41	922.9 	925.0 	2.1 	27.19	65.91	-999	-999	2	0
ɰ41	927.2 	932.5 	5.3 	24.22	39.66	-999	-999	2	0
ɰ41	938.0 	942.1 	4.1 	25.18	47.05	-999	-999	6	2.05
ɰ41	955.5 	957.5 	2.0 	17.9	32.25	-999	-999	2	0
ɰ41	961.4 	962.9 	1.5 	26.88	62.69	-999	-999	2	0
ɰ41	967.4 	975.0 	7.6 	22.56	44.53	-999	-999	2	0
ɰ41	981.8 	989.5 	7.7 	23.77	59.96	-999	-999	2	0
ɰ41	990.2 	992.4 	2.2 	23.99	38.01	-999	-999	2	0
ɰ41	996.4 	999.4 	3.0 	26.2	55.99	-999	-999	2	0
ɰ41	1045.0 	1051.3 	6.3 	30.22	104.93	-999	-999	2	0
ɰ41	1069.0 	1071.4 	2.4 	20.88	20.65	-999	-999	6	1.2
ɰ41	1086.2 	1092.4 	6.2 	15.78	55.9	-999	-999	2	0
ɰ41	1095.8 	1098.5 	2.7 	24.08	45.31	-999	-999	2	0
ɰ41	1099.7 	1105.5 	5.8 	19.7	60.27	-999	-999	2	0
ɰ41	1110.9 	1112.9 	2.0 	23.59	35.27	-999	-999	6	1.0
ɰ41	1119.9 	1121.7 	1.8 	19.24	14.41	-999	-999	2	0
ɰ41	1124.6 	1129.8 	5.2 	24.14	39.05	-999	-999	2	0
ɰ41	1133.4 	1139.2 	5.8 	23.45	34.41	-999	-999	2	0
ɰ41	1143.0 	1145.5 	2.5 	19.94	16.85	-999	-999	6	1.25
ɰ41	1148.0 	1150.7 	2.7 	25.07	46.15	-999	-999	2	0
ɰ41	1157.6 	1160.0 	2.4 	19.68	15.89	-999	-999	1	2.4
ɰ41	1161.4 	1163.4 	2.0 	24	38.09	-999	-999	6	1.0
ɰ41	1173.6 	1175.4 	1.8 	22.11	26.56	-999	-999	6	0.9
ɰ41	1175.8 	1178.5 	2.7 	21.95	25.72	-999	-999	2	0
ɰ41	1185.0 	1187.7 	2.7 	22.3	27.55	-999	-999	2	0
ɰ41	1201.3 	1203.2 	1.9 	21.7	24.45	-999	-999	6	0.95
ɰ41	1220.0 	1223.9 	3.9 	22.91	31.01	-999	-999	6	1.95
ɰ41	1252.0 	1254.2 	2.2 	30.97	116.9	-999	-999	2	0
ɰ41	1254.9 	1258.5 	3.6 	22.6	29.25	-999	-999	10	1.8
ɰ41	1266.5 	1271.6 	5.1 	24.45	41.33	-999	-999	2	0
ɰ41	1275.6 	1279.6 	4.0 	19.96	16.92	-999	-999	6	2.0
ɰ41	1282.7 	1286.0 	3.3 	23.26	33.16	-999	-999	6	1.65
ɰ41	1295.0 	1296.8 	1.8 	25.28	47.89	-999	-999	6	0.9
ɰ41	1301.9 	1304.0 	2.1 	18.84	13.14	-999	-999	1	2.1
ɰ41	1306.7 	1309.2 	2.5 	23.61	35.45	-999	-999	10	1.25
ɰ41	1315.1 	1317.1 	2.0 	20.9	20.74	-999	-999	10	1.0
ɰ41	1320.2 	1322.6 	2.4 	20.51	19.07	-999	-999	6	1.2
ɰ41	1327.2 	1330.8 	3.6 	22.14	26.7	-999	-999	10	1.8
ɰ41	1336.9 	1340.7 	3.8 	23	31.54	-999	-999	10	1.9
ɰ41	1354.9 	1356.9 	2.0 	20.41	18.67	-999	-999	6	1.0
ɰ41	1364.9 	1367.2 	2.3 	22.68	29.66	-999	-999	10	1.15
ɰ41	1373.2 	1375.8 	2.6 	22.3	27.57	-999	-999	1	2.6
ɰ41	1376.7 	1382.6 	5.9 	22.21	27.08	-999	-999	1	5.9
ɰ41	1389.1 	1399.7 	10.6 	23.96	37.79	-999	-999	1	10.6
ɰ41	1406.4 	1408.7 	2.3 	25.04	45.86	-999	-999	1	2.3
ɰ41	1412.6 	1415.4 	2.8 	21.27	22.37	-999	-999	1	2.8
ɰ41	1420.2 	1421.8 	1.6 	20.57	19.33	-999	-999	1	1.6
ɰ41	1422.8 	1426.2 	3.4 	26.37	57.65	-999	-999	10	1.7
ɰ41	1431.7 	1434.1 	2.4 	19.63	15.74	-999	-999	1	2.4
ɰ41	1436.3 	1439.4 	3.1 	19.73	16.09	-999	-999	6	1.55
ɰ41	1443.8 	1446.1 	2.3 	21.38	22.88	-999	-999	1	2.3
ɰ41	1451.3 	1457.0 	5.7 	24.15	39.12	-999	-999	1	5.7
ɰ41	1457.0 	1465.8 	8.8 	26.83	62.19	-999	-999	4	0
ɰ41	1473.6 	1474.9 	1.3 	18.61	12.42	-999	-999	1	1.3
ɰ41	1481.1 	1484.2 	3.1 	21.82	25.04	-999	-999	1	3.1
ɰ41	1492.3 	1495.0 	2.7 	22.66	29.54	-999	-999	1	2.7
ɰ41	1508.2 	1510.3 	2.1 	24.64	42.74	-999	-999	4	0
ɰ41	1510.3 	1511.6 	1.3 	21.12	21.71	-999	-999	1	1.3
ɰ41	1521.8 	1524.9 	3.1 	21.23	22.18	-999	-999	1	3.1
ɰ41	1526.4 	1528.4 	2.0 	22.17	26.88	-999	-999	1	2.0
ɰ41	1530.3 	1532.8 	2.5 	19.28	14.53	-999	-999	1	2.5
ɰ41	1541.4 	1544.5 	3.1 	19.93	16.8	-999	-999	1	3.1
ɰ41	1547.1 	1548.5 	1.4 	18.47	12.03	-999	-999	1	1.4
ɰ41	1559.1 	1564.7 	5.6 	23.83	36.93	-999	-999	1	5.6
ɰ41	1572.4 	1573.8 	1.4 	12.67	2.29	-999	-999	4	0
ɰ41	1578.1 	1579.5 	1.4 	14.53	4.18	-999	-999	2	0
ɰ41	1590.7 	1593.3 	2.6 	20.18	17.75	-999	-999	1	2.6
ɰ41	1612.6 	1614.0 	1.4 	17.01	8.37	-999	-999	4	0
ɰ41	1614.0 	1616.4 	2.4 	17.28	8.97	-999	-999	1	2.4
ɰ41	1619.0 	1621.6 	2.6 	20.25	18.02	-999	-999	4	0
ɰ41	1642.2 	1645.5 	3.3 	19.47	15.17	-999	-999	1	3.3
ɰ41	1657.5 	1659.8 	2.3 	18.05	10.87	-999	-999	1	2.3
ɰ41	1691.6 	1693.3 	1.7 	14.58	4.25	-999	-999	1	1.7
ɰ41	1698.6 	1703.1 	4.5 	18.66	12.57	-999	-999	1	4.5
ɰ41	1713.1 	1714.9 	1.8 	22.73	29.99	-999	-999	1	1.8
ɰ41	1719.2 	1723.1 	3.9 	23.05	31.86	-999	-999	1	3.9
ɰ41	1723.1 	1724.6 	1.5 	20.84	20.48	-999	-999	4	0
ɰ41	1730.5 	1735.4 	4.9 	16.24	6.83	-999	-999	4	0
ɰ41	1747.4 	1750.0 	2.6 	21.97	25.83	-999	-999	1	2.6
ɰ41	1784.0 	1785.9 	1.9 	26.58	59.67	-999	-999	1	1.9
ɰ41	1802.1 	1805.9 	3.8 	28.89	86.06	-999	-999	4	0
ɰ41	1817.9 	1819.8 	1.9 	20.84	20.44	-999	-999	1	1.9
ɰ41	1825.5 	1828.4 	2.9 	24.17	39.27	-999	-999	4	0
ɰ41	1833.5 	1837.7 	4.2 	24.9	44.8	-999	-999	1	4.2
ɰ41	1840.5 	1843.7 	3.2 	23.8	36.67	-999	-999	4	0
ɰ41	1847.6 	1849.6 	2.0 	25.95	53.72	-999	-999	4	0
