ÅS∫≈	ÕÍ◊ÍæÆ…Ó	≤π–ƒ∫£∞Œ	∂œøÈ	µÿ≤„√˚≥∆	…∞≤„◊È	∂•…Ó	ÕÍ◊ÍæÆ…Ó
”¢31-2-B3	1230	3054.1	B	N22	K29	976	1018
”¢31-2-B3	1230	3054.1	B	N22	K210	1018	1080
”¢31-2-B3	1230	3054.1	B	N22	K211	1080	1121
”¢31-2-B3	1230	3054.1	B	N22	K212	1121	1177
”¢31-2-B3	1230	3054.1	B	N21	K3	1177	1230
”¢31-2-B4	1345	3053.4	C	N22	K26	507	552
”¢31-2-B4	1345	3053.4	C	N22	K27	552	595
”¢31-2-B4	1345	3053.4	C	N22	K28	595	657
”¢31-2-B4	1345	3053.4	C	N22	K29	657	713
”¢31-2-B4	1345	3053.4	C	N22	K210	713	770
”¢31-2-B4	1345	3053.4	C	N22	K211	770	804
”¢31-2-B4	1345	3053.4	C	N22	K212	804	908
”¢31-2-B4	1345	3053.4	B	N22	K28	908	978
”¢31-2-B4	1345	3053.4	B	N22	K29	978	1020
”¢31-2-B4	1345	3053.4	B	N22	K210	1020	1081
”¢31-2-B4	1345	3053.4	B	N22	K211	1081	1121
”¢31-2-B4	1345	3053.4	B	N22	K212	1121	1178
”¢31-2-B4	1345	3053.4	B	N21	K3	1178	1244
”¢31-2-B4	1345	3053.4	B	N21	K31	1244	1298
”¢31-2-B4	1345	3053.4	B	N21	K32	1298	1345
”¢31-4-A6	1930	3034.55	C	N22	K26	530	580
”¢31-4-A6	1930	3034.55	C	N22	K27	580	627
”¢31-4-A6	1930	3034.55	C	N22	K28	627	687
”¢31-4-A6	1930	3034.55	C	N22	K29	687	737
”¢31-4-A6	1930	3034.55	C	N22	K210	737	760
”¢31-4-A6	1930	3034.55	B	N22	K24	760	832
”¢31-4-A6	1930	3034.55	B	N22	K25	832	914
”¢31-4-A6	1930	3034.55	B	N22	K26	914	961
”¢31-4-A6	1930	3034.55	B	N22	K27	961	1009
”¢31-4-A6	1930	3034.55	B	N22	K28	1009	1069
”¢31-4-A6	1930	3034.55	B	N22	K29	1069	1121
”¢31-4-A6	1930	3034.55	B	N22	K210	1121	1192
”¢31-4-A6	1930	3034.55	B	N22	K211	1192	1230
”¢31-4-A6	1930	3034.55	B	N22	K212	1230	1292
”¢31-4-A6	1930	3034.55	B	N21	K3	1292	1352
”¢31-4-A6	1930	3034.55	B	N21	K31	1352	1415
”¢31-4-A6	1930	3034.55	B	N21	K32	1415	1466
”¢31-4-A6	1930	3034.55	B	N21	K33	1466	1524
”¢31-4-A6	1930	3034.55	A	N21	K33	1524	1578
”¢31-4-A6	1930	3034.55	A	N21	K34	1578	1621
”¢31-4-A6	1930	3034.55	A	N21	K35	1621	1688
”¢31-4-A6	1930	3034.55	A	N21	K36	1688	1763
”¢31-4-A6	1930	3034.55	A	N21	K37	1763	1790
”¢31-4-A6	1930	3034.55	A	N21	K4	1790	1930
”¢31-4-B1	1115	3035.55	C	N22	K26	527	578
”¢31-4-B1	1115	3035.55	C	N22	K27	578	626
”¢31-4-B1	1115	3035.55	C	N22	K28	626	684
”¢31-4-B1	1115	3035.55	C	N22	K29	684	734
”¢31-4-B1	1115	3035.55	C	N22	K210	734	825
”¢31-4-B1	1115	3035.55	B	N22	K25	825	906
”¢31-4-B1	1115	3035.55	B	N22	K26	906	953
”¢31-4-B1	1115	3035.55	B	N22	K27	953	1003
”¢31-4-B1	1115	3035.55	B	N22	K28	1003	1063
”¢31-4-B1	1115	3035.55	B	N22	K29	1063	1115
”¢31-4-B4	1465	3035.55	C	N22	K26	529	580
”¢31-4-B4	1465	3035.55	C	N22	K27	580	626
”¢31-4-B4	1465	3035.55	C	N22	K28	626	687
”¢31-4-B4	1465	3035.55	C	N22	K29	687	736
”¢31-4-B4	1465	3035.55	C	N22	K210	736	831
”¢31-4-B4	1465	3035.55	B	N22	K25	831	910
”¢31-4-B4	1465	3035.55	B	N22	K26	910	958
”¢31-4-B4	1465	3035.55	B	N22	K27	958	1007
”¢31-4-B4	1465	3035.55	B	N22	K28	1007	1066
”¢31-4-B4	1465	3035.55	B	N22	K29	1066	1117
”¢31-4-B4	1465	3035.55	B	N22	K210	1117	1188
”¢31-4-B4	1465	3035.55	B	N22	K211	1188	1221
”¢31-4-B4	1465	3035.55	B	N22	K212	1221	1291
”¢31-4-B4	1465	3035.55	B	N21	K3	1291	1349
”¢31-4-B4	1465	3035.55	B	N21	K31	1349	1412
”¢31-4-B4	1465	3035.55	B	N21	K32	1412	1465
”¢31-6-A5	1662	3009.01	C	N22	K26	492	543
”¢31-6-A5	1662	3009.01	C	N22	K27	543	589
”¢31-6-A5	1662	3009.01	C	N22	K28	589	706
”¢31-6-A5	1662	3009.01	B	N22	K24	706	818
”¢31-6-A5	1662	3009.01	B	N22	K25	818	898
”¢31-6-A5	1662	3009.01	B	N22	K26	898	951
”¢31-6-A5	1662	3009.01	B	N22	K27	951	996
”¢31-6-A5	1662	3009.01	B	N22	K28	996	1064
”¢31-6-A5	1662	3009.01	B	N22	K29	1064	1120
”¢31-6-A5	1662	3009.01	B	N22	K210	1120	1200
”¢31-6-A5	1662	3009.01	A	N22	K211	1200	1252
”¢31-6-A5	1662	3009.01	A	N22	K212	1252	1320
”¢31-6-A5	1662	3009.01	A	N21	K3	1320	1384
”¢31-6-A5	1662	3009.01	A	N21	K31	1384	1444
”¢31-6-A5	1662	3009.01	A	N21	K32	1444	1500
”¢31-6-A5	1662	3009.01	A	N21	K33	1500	1509
”¢31-6-A5	1662	3009.01	YX	N21	YX	1509	1662
”¢31-6-B1	1150	3009.01	C	N22	K26	489	543
”¢31-6-B1	1150	3009.01	C	N22	K27	543	589
”¢31-6-B1	1150	3009.01	C	N22	K28	589	707
”¢31-6-B1	1150	3009.01	B	N22	K24	707	817
”¢31-6-B1	1150	3009.01	B	N22	K25	817	896
”¢31-6-B1	1150	3009.01	B	N22	K26	896	949
”¢31-6-B1	1150	3009.01	B	N22	K27	949	993
”¢31-6-B1	1150	3009.01	B	N22	K28	993	1062
”¢31-6-B1	1150	3009.01	B	N22	K29	1062	1117
”¢31-6-B1	1150	3009.01	B	N22	K210	1117	1150
”¢3-1-B3	1275	3118.63	C	N22	K26	478	520
”¢3-1-B3	1275	3118.63	C	N22	K27	520	569
”¢3-1-B3	1275	3118.63	C	N22	K28	569	638
”¢3-1-B3	1275	3118.63	C	N22	K29	638	685
”¢3-1-B3	1275	3118.63	C	N22	K210	685	752
”¢3-1-B3	1275	3118.63	C	N22	K211	752	808
”¢3-1-B3	1275	3118.63	C	N22	K212	808	870
”¢3-1-B3	1275	3118.63	C	N21	K3	870	918
”¢3-1-B3	1275	3118.63	C	N21	K31	918	980
”¢3-1-B3	1275	3118.63	C	N21	K32	980	1030
”¢3-1-B3	1275	3118.63	A	N22	K29	1030	1077
”¢3-1-B3	1275	3118.63	A	N22	K210	1077	1134
”¢3-1-B3	1275	3118.63	A	N22	K211	1134	1173
”¢3-1-B3	1275	3118.63	A	N22	K212	1173	1224
”¢3-1-B3	1275	3118.63	A	N21	K3	1224	1275
”¢3-1-B5	1515	3118.63	C	N22	K26	479	521
”¢3-1-B5	1515	3118.63	C	N22	K27	521	569
”¢3-1-B5	1515	3118.63	C	N22	K28	569	639
”¢3-1-B5	1515	3118.63	C	N22	K29	639	686
”¢3-1-B5	1515	3118.63	C	N22	K210	686	752
”¢3-1-B5	1515	3118.63	C	N22	K211	752	808
”¢3-1-B5	1515	3118.63	C	N22	K212	808	871
”¢3-1-B5	1515	3118.63	C	N21	K3	871	920
”¢3-1-B5	1515	3118.63	C	N21	K31	920	981
”¢3-1-B5	1515	3118.63	C	N21	K32	981	1030
”¢3-1-B5	1515	3118.63	A	N22	K29	1030	1078
”¢3-1-B5	1515	3118.63	A	N22	K210	1078	1134
”¢3-1-B5	1515	3118.63	A	N22	K211	1134	1174
”¢3-1-B5	1515	3118.63	A	N22	K212	1174	1225
”¢3-1-B5	1515	3118.63	A	N21	K3	1225	1282
”¢3-1-B5	1515	3118.63	A	N21	K31	1282	1342
”¢3-1-B5	1515	3118.63	A	N21	K32	1342	1388
”¢3-1-B5	1515	3118.63	A	N21	K33	1388	1426
”¢3-1-B5	1515	3118.63	A	N21	K34	1426	1464
”¢3-1-B5	1515	3118.63	A	N21	K35	1464	1515
”¢3-1-B6	1730	3118.63	B	N22	K26	478	520
”¢3-1-B6	1730	3118.63	C	N22	K27	520	569
”¢3-1-B6	1730	3118.63	C	N22	K28	569	639
”¢3-1-B6	1730	3118.63	C	N22	K29	639	689
”¢3-1-B6	1730	3118.63	C	N22	K210	689	750
”¢3-1-B6	1730	3118.63	C	N22	K211	750	810
”¢3-1-B6	1730	3118.63	B	N22	K212	810	872
”¢3-1-B6	1730	3118.63	B	N21	K3	872	922
”¢3-1-B6	1730	3118.63	B	N21	K31	922	982
”¢3-1-B6	1730	3118.63	B	N21	K32	982	1023
”¢3-1-B6	1730	3118.63	A	N22	K29	1023	1073
”¢3-1-B6	1730	3118.63	A	N22	K210	1073	1133
”¢3-1-B6	1730	3118.63	A	N22	K211	1133	1172
”¢3-1-B6	1730	3118.63	A	N22	K212	1172	1224
”¢3-1-B6	1730	3118.63	A	N21	K3	1224	1281
”¢3-1-B6	1730	3118.63	A	N21	K31	1281	1341
”¢3-1-B6	1730	3118.63	A	N21	K32	1341	1387
”¢3-1-B6	1730	3118.63	A	N21	K33	1387	1426
”¢3-1-B6	1730	3118.63	A	N21	K34	1426	1466
”¢3-1-B6	1730	3118.63	A	N21	K35	1466	1531
”¢3-1-B6	1730	3118.63	A	N21	K36	1531	1593
”¢3-1-B6	1730	3118.63	A	N21	K37	1593	1654
”¢3-1-B6	1730	3118.63	A	N22	K4	1654	1730
”¢32-2-A3	1350	3142.85	C	N22	K26	516	560
”¢32-2-A3	1350	3142.85	C	N22	K27	560	610
”¢32-2-A3	1350	3142.85	C	N22	K28	610	720
”¢32-2-A3	1350	3142.85	C	N22	K29	720	771
”¢32-2-A3	1350	3142.85	C	N22	K210	771	841
”¢32-2-A3	1350	3142.85	C	N22	K211	841	883
”¢32-2-A3	1350	3142.85	C	N22	K212	883	954
”¢32-2-A3	1350	3142.85	C	N21	K3	954	1017
”¢32-2-A3	1350	3142.85	C	N21	K31	1017	1077
”¢32-2-A3	1350	3142.85	C	N21	K32	1077	1133
”¢32-2-A3	1350	3142.85	C	N21	K33	1133	1192
”¢32-2-A3	1350	3142.85	B	N22	K211	1192	1236
”¢32-2-A3	1350	3142.85	B	N22	K212	1236	1299
”¢32-2-A3	1350	3142.85	B	N21	K3	1299	1350
”¢3-2-B1	1045	3099.68	C	N22	K26	520	565
”¢3-2-B1	1045	3099.68	C	N22	K27	565	612
”¢3-2-B1	1045	3099.68	C	N22	K28	612	671
”¢3-2-B1	1045	3099.68	C	N22	K29	671	723
”¢3-2-B1	1045	3099.68	C	N22	K210	723	784
”¢3-2-B1	1045	3099.68	C	N22	K211	784	821
”¢3-2-B1	1045	3099.68	C	N22	K212	821	879
”¢3-2-B1	1045	3099.68	C	N22	K3	879	904
”¢3-2-B1	1045	3099.68	C	N22	K31	904	906
”¢3-2-B1	1045	3099.68	B	N22	K27	906	956
”¢3-2-B1	1045	3099.68	B	N22	K28	956	1015
”¢3-2-B1	1045	3099.68	B	N22	K29	1015	1045
”¢3-2-B2	1155	3099.68	C	N22	K27	562	611
”¢3-2-B2	1155	3099.68	C	N22	K28	611	670
”¢3-2-B2	1155	3099.68	C	N22	K29	670	721
”¢3-2-B2	1155	3099.68	C	N22	K210	721	782
”¢3-2-B2	1155	3099.68	C	N22	K211	782	820
”¢3-2-B2	1155	3099.68	C	N22	K212	820	877
”¢3-2-B2	1155	3099.68	C	N21	K3	877	944
”¢3-2-B2	1155	3099.68	C	N21	K31	944	1014
”¢3-2-B2	1155	3099.68	B	N22	K29	1014	1060
”¢3-2-B2	1155	3099.68	B	N22	K210	1060	1125
”¢3-2-B2	1155	3099.68	B	N22	K211	1125	1155
”¢3-2-B3	1250	3104.68	C	N22	K26	517	562
”¢3-2-B3	1250	3104.68	C	N22	K27	562	609
”¢3-2-B3	1250	3104.68	C	N22	K28	609	669
”¢3-2-B3	1250	3104.68	C	N22	K29	669	719
”¢3-2-B3	1250	3104.68	C	N22	K210	719	780
”¢3-2-B3	1250	3104.68	C	N22	K211	780	819
”¢3-2-B3	1250	3104.68	C	N22	K212	819	876
”¢3-2-B3	1250	3104.68	C	N22	K3	876	940
”¢3-2-B3	1250	3104.68	C	N21	K31	940	1013
”¢3-2-B3	1250	3104.68	B	N22	K29	1013	1060
”¢3-2-B3	1250	3104.68	B	N22	K210	1060	1124
”¢3-2-B3	1250	3104.68	B	N22	K211	1124	1160
”¢3-2-B3	1250	3104.68	B	N22	K212	1160	1221
”¢3-2-B3	1250	3104.68	B	N22	K3	1221	1250
”¢3-2-B5	1515	3104.68	C	N22	K26	514	561
”¢3-2-B5	1515	3104.68	C	N22	K27	561	608
”¢3-2-B5	1515	3104.68	C	N22	K28	608	668
”¢3-2-B5	1515	3104.68	C	N22	K29	668	719
”¢3-2-B5	1515	3104.68	C	N22	K210	719	780
”¢3-2-B5	1515	3104.68	C	N22	K211	780	818
”¢3-2-B5	1515	3104.68	C	N22	K212	818	876
”¢3-2-B5	1515	3104.68	C	N22	K3	876	940
”¢3-2-B5	1515	3104.68	C	N21	K31	940	1014
”¢3-2-B5	1515	3104.68	B	N22	K29	1014	1060
”¢3-2-B5	1515	3104.68	B	N22	K210	1060	1124
”¢3-2-B5	1515	3104.68	B	N22	K211	1124	1159
”¢3-2-B5	1515	3104.68	B	N22	K212	1159	1221
”¢3-2-B5	1515	3104.68	B	N22	K3	1221	1276
”¢3-2-B5	1515	3104.68	B	N21	K31	1276	1332
”¢3-2-B5	1515	3104.68	B	N21	K32	1332	1386
”¢3-2-B5	1515	3104.68	B	N21	K33	1386	1438
”¢3-2-B5	1515	3104.68	B	N21	K34	1438	1482
”¢3-2-B5	1515	3104.68	B	N21	K35	1482	1515
”¢33-2-B5	1580	3038.44	C	N22	K26	503	554
”¢33-2-B5	1580	3038.44	C	N22	K27	554	601
”¢33-2-B5	1580	3038.44	C	N22	K28	601	662
”¢33-2-B5	1580	3038.44	C	N22	K29	662	715
”¢33-2-B5	1580	3038.44	C	N22	K210	715	781
”¢33-2-B5	1580	3038.44	C	N22	K211	781	833
”¢33-2-B5	1580	3038.44	C	N22	K212	833	905
”¢33-2-B5	1580	3038.44	B	N22	K29	905	958
”¢33-2-B5	1580	3038.44	B	N22	K210	958	1018
”¢33-2-B5	1580	3038.44	B	N22	K211	1018	1072
”¢33-2-B5	1580	3038.44	B	N22	K212	1072	1138
”¢33-2-B5	1580	3038.44	B	N21	K3	1138	1205
”¢33-2-B5	1580	3038.44	B	N21	K31	1205	1283
”¢33-2-B5	1580	3038.44	B	N21	K32	1283	1344
”¢33-2-B5	1580	3038.44	B	N21	K33	1344	1398
”¢33-2-B5	1580	3038.44	B	N21	K34	1398	1456
”¢33-2-B5	1580	3038.44	B	N21	K35	1456	1532
”¢33-2-B5	1580	3038.44	B	N21	K36	1532	1580
”¢33-4-A5	1840	3021.98	C	N22	K26	524	579
”¢33-4-A5	1840	3021.98	C	N22	K27	579	626
”¢33-4-A5	1840	3021.98	C	N22	K28	626	686
”¢33-4-A5	1840	3021.98	C	N22	K29	686	734
”¢33-4-A5	1840	3021.98	C	N22	K210	734	827
”¢33-4-A5	1840	3021.98	B	N22	K25	827	908
”¢33-4-A5	1840	3021.98	B	N22	K26	908	955
”¢33-4-A5	1840	3021.98	B	N22	K27	955	1002
”¢33-4-A5	1840	3021.98	B	N22	K28	1002	1065
”¢33-4-A5	1840	3021.98	B	N22	K29	1065	1118
”¢33-4-A5	1840	3021.98	B	N22	K210	1118	1192
”¢33-4-A5	1840	3021.98	B	N22	K211	1192	1228
”¢33-4-A5	1840	3021.98	B	N22	K212	1228	1292
”¢33-4-A5	1840	3021.98	B	N21	K3	1292	1355
”¢33-4-A5	1840	3021.98	B	N21	K31	1355	1422
”¢33-4-A5	1840	3021.98	B	N21	K32	1422	1474
”¢33-4-A5	1840	3021.98	B	N21	K33	1474	1577
”¢33-4-A5	1840	3021.98	A	N21	K34	1577	1622
”¢33-4-A5	1840	3021.98	A	N21	K35	1622	1687
”¢33-4-A5	1840	3021.98	A	N21	K36	1687	1764
”¢33-4-A5	1840	3021.98	A	N21	K37	1764	1840
”¢33-4-B1	1110	3021.9	C	N22	K26	520	577
”¢33-4-B1	1110	3021.9	C	N22	K27	577	622
”¢33-4-B1	1110	3021.9	C	N22	K28	622	684
”¢33-4-B1	1110	3021.9	C	N22	K29	684	731
”¢33-4-B1	1110	3021.9	C	N22	K210	731	817
”¢33-4-B1	1110	3021.9	B	N22	K25	817	892
”¢33-4-B1	1110	3021.9	B	N22	K26	892	943
”¢33-4-B1	1110	3021.9	B	N22	K27	943	991
”¢33-4-B1	1110	3021.9	B	N22	K28	991	1054
”¢33-4-B1	1110	3021.9	B	N22	K29	1054	1110
”¢33-4-B2	1245	3022	C	N22	K26	521	577
”¢33-4-B2	1245	3022	C	N22	K27	577	622
”¢33-4-B2	1245	3022	C	N22	K28	622	684
”¢33-4-B2	1245	3022	C	N22	K29	684	731
”¢33-4-B2	1245	3022	C	N22	K210	731	818
”¢33-4-B2	1245	3022	B	N22	K25	818	894
”¢33-4-B2	1245	3022	B	N22	K26	894	945
”¢33-4-B2	1245	3022	B	N22	K27	945	992
”¢33-4-B2	1245	3022	B	N22	K28	992	1056
”¢33-4-B2	1245	3022	B	N22	K29	1056	1107
”¢33-4-B2	1245	3022	B	N22	K210	1107	1178
”¢33-4-B2	1245	3022	B	N22	K211	1178	1215
”¢33-4-B2	1245	3022	B	N22	K212	1215	1245
”¢33-4-B3	1345	3022	C	N22	K26	524	578
”¢33-4-B3	1345	3022	C	N22	K27	578	624
”¢33-4-B3	1345	3022	C	N22	K28	624	684
”¢33-4-B3	1345	3022	C	N22	K29	684	733
”¢33-4-B3	1345	3022	C	N22	K210	733	822
”¢33-4-B3	1345	3022	B	N22	K25	822	900
”¢33-4-B3	1345	3022	B	N22	K26	900	948
”¢33-4-B3	1345	3022	B	N22	K27	948	994
”¢33-4-B3	1345	3022	B	N22	K28	994	1055
”¢33-4-B3	1345	3022	B	N22	K29	1055	1110
”¢33-4-B3	1345	3022	B	N22	K210	1110	1182
”¢33-4-B3	1345	3022	B	N22	K211	1182	1223
”¢33-4-B3	1345	3022	B	N22	K212	1223	1286
”¢33-4-B3	1345	3022	B	N21	K3	1286	1345
”¢33-4-B4	1470	3022	C	N22	K26	524	578
”¢33-4-B4	1470	3022	C	N22	K27	578	625
”¢33-4-B4	1470	3022	C	N22	K28	625	685
”¢33-4-B4	1470	3022	C	N22	K29	685	733
”¢33-4-B4	1470	3022	C	N22	K210	733	825
”¢33-4-B4	1470	3022	B	N22	K25	825	905
”¢33-4-B4	1470	3022	B	N22	K26	905	951
”¢33-4-B4	1470	3022	B	N22	K27	951	998
”¢33-4-B4	1470	3022	B	N22	K28	998	1062
”¢33-4-B4	1470	3022	B	N22	K29	1062	1112
”¢33-4-B4	1470	3022	B	N22	K210	1112	1188
”¢33-4-B4	1470	3022	B	N22	K211	1188	1225
”¢33-4-B4	1470	3022	B	N22	K212	1225	1288
”¢33-4-B4	1470	3022	B	N21	K3	1288	1350
”¢33-4-B4	1470	3022	B	N21	K31	1350	1417
”¢33-4-B4	1470	3022	B	N21	K32	1417	1470
”¢3-3-B5	1500	3152	C	N22	K26	583	627
”¢3-3-B5	1500	3152	C	N22	K27	627	679
”¢3-3-B5	1500	3152	C	N22	K28	679	740
”¢3-3-B5	1500	3152	C	N22	K29	740	800
”¢3-3-B5	1500	3152	C	N22	K210	800	863
”¢3-3-B5	1500	3152	C	N22	K211	863	901
”¢3-3-B5	1500	3152	C	N22	K212	901	960
”¢3-3-B5	1500	3152	C	N21	K3	960	1016
”¢3-3-B5	1500	3152	C	N21	K31	1016	1073
”¢3-3-B5	1500	3152	C	N21	K32	1073	1123
”¢3-3-B5	1500	3152	C	N21	K33	1123	1179
”¢3-3-B5	1500	3152	C	N21	K34	1179	1221
”¢3-3-B5	1500	3152	B	N21	K3	1221	1254
”¢3-3-B5	1500	3152	B	N21	K31	1254	1313
”¢3-3-B5	1500	3152	B	N21	K32	1313	1372
”¢3-3-B5	1500	3152	B	N21	K33	1372	1415
”¢3-3-B5	1500	3152	B	N21	K34	1415	1460
”¢3-3-B5	1500	3152	B	N21	K35	1460	1500
”¢3-3-B6	1705	3151.92	C	N22	K26	580	626
”¢3-3-B6	1705	3151.92	C	N22	K27	626	676
”¢3-3-B6	1705	3151.92	C	N22	K28	676	736
”¢3-3-B6	1705	3151.92	C	N22	K29	736	796
”¢3-3-B6	1705	3151.92	C	N22	K210	796	857
”¢3-3-B6	1705	3151.92	C	N22	K211	857	899
”¢3-3-B6	1705	3151.92	C	N22	K212	899	958
”¢3-3-B6	1705	3151.92	C	N21	K3	958	1014
”¢3-3-B6	1705	3151.92	C	N21	K31	1014	1070
”¢3-3-B6	1705	3151.92	C	N21	K32	1070	1120
”¢3-3-B6	1705	3151.92	C	N21	K33	1120	1174
”¢3-3-B6	1705	3151.92	C	N21	K34	1174	1221
”¢3-3-B6	1705	3151.92	B	N21	K3	1221	1255
”¢3-3-B6	1705	3151.92	B	N21	K31	1255	1314
”¢3-3-B6	1705	3151.92	B	N21	K32	1314	1372
”¢3-3-B6	1705	3151.92	B	N21	K33	1372	1415
”¢3-3-B6	1705	3151.92	B	N21	K34	1415	1460
”¢3-3-B6	1705	3151.92	B	N21	K35	1460	1532
”¢3-3-B6	1705	3151.92	B	N21	K36	1532	1596
”¢3-3-B6	1705	3151.92	B	N21	K37	1596	1661
”¢3-3-B6	1705	3151.92	B	N21	K4	1661	1705
”¢3-4-A5	1580	3075.62	C	N22	K26	533	583
”¢3-4-A5	1580	3075.62	C	N22	K27	583	630
”¢3-4-A5	1580	3075.62	C	N22	K28	630	690
”¢3-4-A5	1580	3075.62	C	N22	K29	690	741
”¢3-4-A5	1580	3075.62	C	N22	K210	741	794
”¢3-4-A5	1580	3075.62	B	N22	K25	794	856
”¢3-4-A5	1580	3075.62	B	N22	K26	856	905
”¢3-4-A5	1580	3075.62	B	N22	K27	905	952
”¢3-4-A5	1580	3075.62	B	N22	K28	952	1012
”¢3-4-A5	1580	3075.62	B	N22	K29	1012	1064
”¢3-4-A5	1580	3075.62	B	N22	K210	1064	1129
”¢3-4-A5	1580	3075.62	B	N22	K211	1129	1165
”¢3-4-A5	1580	3075.62	B	N22	K212	1165	1226
”¢3-4-A5	1580	3075.62	B	N21	K3	1226	1288
”¢3-4-A5	1580	3075.62	B	N21	K31	1288	1342
”¢3-4-A5	1580	3075.62	B	N21	K32	1342	1394
”¢3-4-A5	1580	3075.62	B	N21	K33	1394	1505
”¢3-4-A5	1580	3075.62	B	N21	K34	1505	1548
”¢3-4-A5	1580	3075.62	B	N21	K35	1548	1580
”¢3-4-A6	1970	3075.62	C	N22	K26	534	583
”¢3-4-A6	1970	3075.62	C	N22	K27	583	630
”¢3-4-A6	1970	3075.62	C	N22	K28	630	691
”¢3-4-A6	1970	3075.62	C	N22	K29	691	742
”¢3-4-A6	1970	3075.62	C	N22	K210	742	794
”¢3-4-A6	1970	3075.62	B	N22	K25	794	860
”¢3-4-A6	1970	3075.62	B	N22	K26	860	906
”¢3-4-A6	1970	3075.62	B	N22	K27	906	952
”¢3-4-A6	1970	3075.62	B	N22	K28	952	1013
”¢3-4-A6	1970	3075.62	B	N22	K29	1013	1064
”¢3-4-A6	1970	3075.62	B	N22	K210	1064	1130
”¢3-4-A6	1970	3075.62	B	N22	K211	1130	1166
”¢3-4-A6	1970	3075.62	B	N22	K212	1166	1226
”¢3-4-A6	1970	3075.62	B	N21	K3	1226	1284
”¢3-4-A6	1970	3075.62	B	N21	K31	1284	1341
”¢3-4-A6	1970	3075.62	B	N21	K32	1341	1394
”¢3-4-A6	1970	3075.62	B	N21	K33	1394	1503
”¢3-4-A6	1970	3075.62	B	N21	K34	1503	1548
”¢3-4-A6	1970	3075.62	B	N21	K35	1548	1590
”¢3-4-A6	1970	3075.62	A	N21	K33	1590	1621
”¢3-4-A6	1970	3075.62	A	N21	K34	1621	1664
”¢3-4-A6	1970	3075.62	A	N21	K35	1664	1732
”¢3-4-A6	1970	3075.62	A	N21	K36	1732	1809
”¢3-4-A6	1970	3075.62	A	N21	K37	1809	1879
”¢3-4-A6	1970	3075.62	A	N21	YX	1879	1970
”¢3-4-B1	1040	3075.62	C	N22	K26	526	579
”¢3-4-B1	1040	3075.62	C	N22	K27	579	626
”¢3-4-B1	1040	3075.62	C	N22	K28	626	686
”¢3-4-B1	1040	3075.62	C	N22	K29	686	737
”¢3-4-B1	1040	3075.62	C	N22	K210	737	850
”¢3-4-B1	1040	3075.62	B	N22	K26	850	901
”¢3-4-B1	1040	3075.62	B	N22	K27	901	948
”¢3-4-B1	1040	3075.62	B	N22	K28	948	1009
”¢3-4-B1	1040	3075.62	B	N22	K29	1009	1040
”¢3-4-B2	1160	3078.62	C	N22	K26	532	579
”¢3-4-B2	1160	3078.62	C	N22	K27	579	625
”¢3-4-B2	1160	3078.62	C	N22	K28	625	688
”¢3-4-B2	1160	3078.62	C	N22	K29	688	737
”¢3-4-B2	1160	3078.62	C	N22	K210	737	790
”¢3-4-B2	1160	3078.62	B	N22	K25	790	856
”¢3-4-B2	1160	3078.62	B	N22	K26	856	902
”¢3-4-B2	1160	3078.62	B	N22	K27	902	948
”¢3-4-B2	1160	3078.62	B	N22	K28	948	1007
”¢3-4-B2	1160	3078.62	B	N22	K29	1007	1057
”¢3-4-B2	1160	3078.62	B	N22	K210	1057	1126
”¢3-4-B2	1160	3078.62	B	N22	K211	1126	1160
”¢3-4-B3	1255	3076.62	C	N22	K26	531	581
”¢3-4-B3	1255	3076.62	C	N22	K27	581	628
”¢3-4-B3	1255	3076.62	C	N22	K28	628	690
”¢3-4-B3	1255	3076.62	C	N22	K29	690	740
”¢3-4-B3	1255	3076.62	C	N22	K210	740	792
”¢3-4-B3	1255	3076.62	B	N22	K25	792	858
”¢3-4-B3	1255	3076.62	B	N22	K26	858	904
”¢3-4-B3	1255	3076.62	B	N22	K27	904	952
”¢3-4-B3	1255	3076.62	B	N22	K28	952	1012
”¢3-4-B3	1255	3076.62	B	N22	K29	1012	1064
”¢3-4-B3	1255	3076.62	B	N22	K210	1064	1130
”¢3-4-B3	1255	3076.62	B	N22	K211	1130	1166
”¢3-4-B3	1255	3076.62	B	N22	K212	1166	1227
”¢3-4-B3	1255	3076.62	B	N21	K3	1227	1255
”¢3-4-B4	1370	3077.62	C	N22	K26	528	580
”¢3-4-B4	1370	3077.62	C	N22	K27	580	627
”¢3-4-B4	1370	3077.62	C	N22	K28	627	689
”¢3-4-B4	1370	3077.62	C	N22	K29	689	742
”¢3-4-B4	1370	3077.62	C	N22	K210	742	792
”¢3-4-B4	1370	3077.62	B	N22	K25	792	858
”¢3-4-B4	1370	3077.62	B	N22	K26	858	904
”¢3-4-B4	1370	3077.62	B	N22	K27	904	951
”¢3-4-B4	1370	3077.62	B	N22	K28	951	1010
”¢3-4-B4	1370	3077.62	B	N22	K29	1010	1063
”¢3-4-B4	1370	3077.62	B	N22	K210	1063	1128
”¢3-4-B4	1370	3077.62	B	N22	K211	1128	1166
”¢3-4-B4	1370	3077.62	B	N22	K212	1166	1225
”¢3-4-B4	1370	3077.62	B	N21	K3	1225	1282
”¢3-4-B4	1370	3077.62	B	N21	K31	1282	1340
”¢3-4-B4	1370	3077.62	B	N21	K32	1340	1370
”¢35-4-A6	1935	3023.68	C	N22	K27	573	624
