井号	深度	方位角	井斜角
方4-斜3	1669.8	359.6	0.69
方4-斜3	1669.85	359.6	0.69
方4-斜3	1669.9	359.591	0.689
方4-斜3	1669.95	359.582	0.689
方4-斜3	1670	359.573	0.689
方4-斜3	1670.05	359.564	0.689
方4-斜3	1670.1	359.545	0.689
方4-斜3	1670.15	359.527	0.689
方4-斜3	1670.2	359.509	0.688
方4-斜3	1670.25	359.482	0.688
方4-斜3	1670.3	359.455	0.688
方4-斜3	1670.35	359.418	0.688
方4-斜3	1670.4	359.382	0.688
方4-斜3	1670.45	359.336	0.688
方4-斜3	1670.5	359.291	0.688
方4-斜3	1670.55	359.236	0.688
方4-斜3	1670.6	359.182	0.688
方4-斜3	1670.65	359.136	0.687
方4-斜3	1670.7	359.073	0.687
方4-斜3	1670.75	359.009	0.687
方4-斜3	1670.8	358.936	0.687
方4-斜3	1670.85	358.864	0.687
方4-斜3	1670.9	358.773	0.687
方4-斜3	1670.95	358.682	0.687
方4-斜3	1671	358.591	0.687
方4-斜3	1671.05	358.5	0.687
方4-斜3	1671.1	358.4	0.687
方4-斜3	1671.15	358.3	0.687
方4-斜3	1671.2	358.2	0.687
方4-斜3	1671.25	358.1	0.687
方4-斜3	1671.3	358	0.688
方4-斜3	1671.35	357.909	0.688
方4-斜3	1671.4	357.818	0.688
方4-斜3	1671.45	357.736	0.688
方4-斜3	1671.5	357.655	0.688
方4-斜3	1671.55	357.582	0.688
方4-斜3	1671.6	357.509	0.688
方4-斜3	1671.65	357.455	0.689
方4-斜3	1671.7	357.391	0.689
方4-斜3	1671.75	357.327	0.689
方4-斜3	1671.8	357.282	0.689
方4-斜3	1671.85	357.236	0.689
方4-斜3	1671.9	357.191	0.69
方4-斜3	1671.95	357.145	0.69
方4-斜3	1672	357.118	0.69
方4-斜3	1672.05	357.091	0.69
方4-斜3	1672.1	357.073	0.691
方4-斜3	1672.15	357.055	0.691
方4-斜3	1672.2	357.036	0.691
方4-斜3	1672.25	357.036	0.692
方4-斜3	1672.3	357.036	0.692
方4-斜3	1672.35	357.036	0.692
方4-斜3	1672.4	357.036	0.693
方4-斜3	1672.45	357.055	0.693
方4-斜3	1672.5	357.073	0.694
方4-斜3	1672.55	357.091	0.694
方4-斜3	1672.6	357.118	0.694
方4-斜3	1672.65	357.145	0.695
方4-斜3	1672.7	357.182	0.695
方4-斜3	1672.75	357.218	0.696
方4-斜3	1672.8	357.255	0.696
方4-斜3	1672.85	357.291	0.697
方4-斜3	1672.9	357.327	0.697
方4-斜3	1672.95	357.364	0.698
方4-斜3	1673	357.391	0.698
方4-斜3	1673.05	357.427	0.699
方4-斜3	1673.1	357.464	0.699
方4-斜3	1673.15	357.491	0.7
方4-斜3	1673.2	357.518	0.7
方4-斜3	1673.25	357.536	0.701
方4-斜3	1673.3	357.555	0.701
方4-斜3	1673.35	357.564	0.702
方4-斜3	1673.4	357.573	0.702
方4-斜3	1673.45	357.582	0.703
方4-斜3	1673.5	357.591	0.703
方4-斜3	1673.55	357.6	0.704
方4-斜3	1673.6	357.609	0.705
方4-斜3	1673.65	357.618	0.705
方4-斜3	1673.7	357.627	0.706
方4-斜3	1673.75	357.636	0.706
方4-斜3	1673.8	357.645	0.707
方4-斜3	1673.85	357.655	0.707
方4-斜3	1673.9	357.673	0.708
方4-斜3	1673.95	357.691	0.708
方4-斜3	1674	357.709	0.709
方4-斜3	1674.05	357.727	0.709
方4-斜3	1674.1	357.745	0.71
方4-斜3	1674.15	357.755	0.71
方4-斜3	1674.2	357.764	0.711
方4-斜3	1674.25	357.782	0.711
方4-斜3	1674.3	357.8	0.712
方4-斜3	1674.35	357.818	0.712
方4-斜3	1674.4	357.836	0.713
方4-斜3	1674.45	357.845	0.713
方4-斜3	1674.5	357.864	0.714
方4-斜3	1674.55	357.882	0.714
方4-斜3	1674.6	357.909	0.715
方4-斜3	1674.65	357.936	0.715
方4-斜3	1674.7	357.964	0.716
方4-斜3	1674.75	357.991	0.716
方4-斜3	1674.8	358.018	0.717
方4-斜3	1674.85	358.045	0.717
方4-斜3	1674.9	358.073	0.717
方4-斜3	1674.95	358.109	0.718
方4-斜3	1675	358.145	0.718
方4-斜3	1675.05	358.173	0.718
方4-斜3	1675.1	358.2	0.719
方4-斜3	1675.15	358.227	0.719
方4-斜3	1675.2	358.255	0.719
方4-斜3	1675.25	358.282	0.72
方4-斜3	1675.3	358.309	0.72
方4-斜3	1675.35	358.327	0.72
方4-斜3	1675.4	358.355	0.721
方4-斜3	1675.45	358.382	0.721
方4-斜3	1675.5	358.409	0.721
方4-斜3	1675.55	358.436	0.721
方4-斜3	1675.6	358.473	0.722
方4-斜3	1675.65	358.509	0.722
方4-斜3	1675.7	358.545	0.722
方4-斜3	1675.75	358.582	0.722
方4-斜3	1675.8	358.618	0.722
方4-斜3	1675.85	358.664	0.722
方4-斜3	1675.9	358.709	0.723
方4-斜3	1675.95	358.755	0.723
方4-斜3	1676	358.8	0.723
方4-斜3	1676.05	358.836	0.723
方4-斜3	1676.1	358.873	0.723
方4-斜3	1676.15	358.909	0.723
方4-斜3	1676.2	358.945	0.723
方4-斜3	1676.25	358.973	0.723
方4-斜3	1676.3	359.009	0.723
方4-斜3	1676.35	359.045	0.723
方4-斜3	1676.4	359.073	0.723
方4-斜3	1676.45	359.1	0.723
方4-斜3	1676.5	359.118	0.723
方4-斜3	1676.55	359.136	0.723
方4-斜3	1676.6	359.155	0.723
方4-斜3	1676.65	359.173	0.723
方4-斜3	1676.7	359.182	0.723
方4-斜3	1676.75	359.191	0.723
方4-斜3	1676.8	359.2	0.722
方4-斜3	1676.85	359.2	0.722
方4-斜3	1676.9	359.2	0.722
方4-斜3	1676.95	359.2	0.722
方4-斜3	1677	359.2	0.722
方4-斜3	1677.05	359.2	0.722
方4-斜3	1677.1	359.2	0.722
方4-斜3	1677.15	359.2	0.721
方4-斜3	1677.2	359.2	0.721
方4-斜3	1677.25	359.2	0.721
方4-斜3	1677.3	359.2	0.721
方4-斜3	1677.35	359.2	0.72
方4-斜3	1677.4	359.2	0.72
方4-斜3	1677.45	359.2	0.72
方4-斜3	1677.5	359.191	0.72
方4-斜3	1677.55	359.182	0.719
方4-斜3	1677.6	359.173	0.719
方4-斜3	1677.65	359.164	0.719
方4-斜3	1677.7	359.155	0.718
方4-斜3	1677.75	359.155	0.718
方4-斜3	1677.8	359.155	0.718
方4-斜3	1677.85	359.155	0.717
方4-斜3	1677.9	359.155	0.717
方4-斜3	1677.95	359.155	0.717
方4-斜3	1678	359.155	0.716
方4-斜3	1678.05	359.164	0.716
方4-斜3	1678.1	359.191	0.715
方4-斜3	1678.15	359.218	0.715
方4-斜3	1678.2	359.255	0.715
方4-斜3	1678.25	359.291	0.714
方4-斜3	1678.3	359.327	0.714
方4-斜3	1678.35	359.364	0.713
方4-斜3	1678.4	359.418	0.713
方4-斜3	1678.45	359.473	0.712
方4-斜3	1678.5	359.527	0.712
方4-斜3	1678.55	359.591	0.711
方4-斜3	1678.6	359.655	0.711
方4-斜3	1678.65	326.991	0.71
方4-斜3	1678.7	294.327	0.71
方4-斜3	1678.75	261.673	0.71
方4-斜3	1678.8	229.018	0.709
方4-斜3	1678.85	196.382	0.709
方4-斜3	1678.9	163.745	0.708
方4-斜3	1678.95	131.091	0.707
方4-斜3	1679	98.445	0.707
方4-斜3	1679.05	65.8	0.706
方4-斜3	1679.1	33.164	0.706
方4-斜3	1679.15	0.527	0.705
方4-斜3	1679.2	0.627	0.705
方4-斜3	1679.25	0.727	0.704
方4-斜3	1679.3	0.827	0.704
方4-斜3	1679.35	0.927	0.703
方4-斜3	1679.4	1.018	0.703
方4-斜3	1679.45	1.109	0.702
方4-斜3	1679.5	1.2	0.701
方4-斜3	1679.55	1.3	0.701
方4-斜3	1679.6	1.4	0.7
方4-斜3	1679.65	1.5	0.7
方4-斜3	1679.7	1.6	0.699
方4-斜3	1679.75	1.691	0.698
方4-斜3	1679.8	1.782	0.698
方4-斜3	1679.85	1.882	0.697
方4-斜3	1679.9	1.982	0.696
方4-斜3	1679.95	2.064	0.696
方4-斜3	1680	2.164	0.695
方4-斜3	1680.05	2.264	0.695
方4-斜3	1680.1	2.364	0.694
方4-斜3	1680.15	2.464	0.693
方4-斜3	1680.2	2.555	0.693
方4-斜3	1680.25	2.645	0.692
方4-斜3	1680.3	2.736	0.691
方4-斜3	1680.35	2.827	0.691
方4-斜3	1680.4	2.891	0.69
方4-斜3	1680.45	2.964	0.689
方4-斜3	1680.5	3.036	0.689
方4-斜3	1680.55	3.109	0.688
方4-斜3	1680.6	3.182	0.687
方4-斜3	1680.65	3.245	0.686
方4-斜3	1680.7	3.309	0.686
方4-斜3	1680.75	3.373	0.685
方4-斜3	1680.8	3.436	0.684
方4-斜3	1680.85	3.491	0.684
方4-斜3	1680.9	3.545	0.683
方4-斜3	1680.95	3.6	0.682
方4-斜3	1681	3.645	0.681
方4-斜3	1681.05	3.691	0.681
方4-斜3	1681.1	3.727	0.68
方4-斜3	1681.15	3.764	0.679
方4-斜3	1681.2	3.809	0.679
方4-斜3	1681.25	3.855	0.678
方4-斜3	1681.3	3.891	0.677
方4-斜3	1681.35	3.936	0.676
方4-斜3	1681.4	3.973	0.676
方4-斜3	1681.45	4.027	0.675
方4-斜3	1681.5	4.082	0.674
方4-斜3	1681.55	4.145	0.674
方4-斜3	1681.6	4.209	0.673
方4-斜3	1681.65	4.291	0.672
方4-斜3	1681.7	4.373	0.671
方4-斜3	1681.75	4.436	0.671
方4-斜3	1681.8	4.527	0.67
方4-斜3	1681.85	4.618	0.669
方4-斜3	1681.9	4.727	0.669
方4-斜3	1681.95	4.836	0.668
方4-斜3	1682	4.955	0.667
方4-斜3	1682.05	5.073	0.666
方4-斜3	1682.1	5.209	0.666
方4-斜3	1682.15	5.345	0.665
方4-斜3	1682.2	5.455	0.664
方4-斜3	1682.25	5.6	0.664
方4-斜3	1682.3	5.745	0.663
方4-斜3	1682.35	5.909	0.662
方4-斜3	1682.4	6.073	0.662
方4-斜3	1682.45	6.236	0.661
方4-斜3	1682.5	6.4	0.661
方4-斜3	1682.55	6.582	0.66
方4-斜3	1682.6	6.764	0.659
方4-斜3	1682.65	6.918	0.659
方4-斜3	1682.7	7.127	0.658
方4-斜3	1682.75	7.336	0.658
方4-斜3	1682.8	7.555	0.657
方4-斜3	1682.85	7.773	0.657
方4-斜3	1682.9	8	0.656
方4-斜3	1682.95	8.227	0.656
方4-斜3	1683	8.473	0.655
方4-斜3	1683.05	8.918	0.654
方4-斜3	1683.1	9.173	0.654
方4-斜3	1683.15	9.427	0.653
方4-斜3	1683.2	9.629	0.653
方4-斜3	1683.25	9.848	0.653
方4-斜3	1683.3	10.039	0.652
方4-斜3	1683.35	10.246	0.652
方4-斜3	1683.4	10.414	0.652
方4-斜3	1683.45	10.597	0.652
方4-斜3	1683.5	10.75	0.651
方4-斜3	1683.55	10.917	0.651
方4-斜3	1683.6	11.1	0.651
方4-斜3	1683.65	11.242	0.651
方4-斜3	1683.7	11.399	0.651
方4-斜3	1683.75	11.568	0.651
方4-斜3	1683.8	11.735	0.651
方4-斜3	1683.85	11.9	0.651
方4-斜3	1683.9	12.062	0.651
方4-斜3	1683.95	12.223	0.651
方4-斜3	1684	12.383	0.651
方4-斜3	1684.05	12.542	0.651
方4-斜3	1684.1	12.7	0.651
方4-斜3	1684.15	12.857	0.651
方4-斜3	1684.2	13.013	0.651
方4-斜3	1684.25	13.169	0.652
方4-斜3	1684.3	13.323	0.652
方4-斜3	1684.35	13.476	0.652
方4-斜3	1684.4	13.628	0.652
方4-斜3	1684.45	13.778	0.653
方4-斜3	1684.5	13.926	0.653
方4-斜3	1684.55	14.074	0.654
方4-斜3	1684.6	14.219	0.654
方4-斜3	1684.65	14.363	0.655
方4-斜3	1684.7	14.506	0.655
方4-斜3	1684.75	14.647	0.656
方4-斜3	1684.8	14.786	0.656
方4-斜3	1684.85	14.923	0.657
方4-斜3	1684.9	15.058	0.658
方4-斜3	1684.95	15.192	0.659
方4-斜3	1685	15.323	0.659
方4-斜3	1685.05	15.453	0.66
方4-斜3	1685.1	15.58	0.661
方4-斜3	1685.15	15.705	0.662
方4-斜3	1685.2	15.829	0.663
方4-斜3	1685.25	15.949	0.664
方4-斜3	1685.3	16.068	0.665
方4-斜3	1685.35	16.185	0.666
方4-斜3	1685.4	16.299	0.667
方4-斜3	1685.45	16.41	0.668
方4-斜3	1685.5	16.52	0.67
方4-斜3	1685.55	16.627	0.671
方4-斜3	1685.6	16.731	0.672
方4-斜3	1685.65	16.833	0.673
方4-斜3	1685.7	16.932	0.675
方4-斜3	1685.75	17.029	0.676
方4-斜3	1685.8	17.123	0.677
方4-斜3	1685.85	17.214	0.679
方4-斜3	1685.9	17.303	0.68
方4-斜3	1685.95	17.389	0.682
方4-斜3	1686	17.472	0.683
方4-斜3	1686.05	17.553	0.685
方4-斜3	1686.1	17.63	0.687
方4-斜3	1686.15	17.705	0.688
方4-斜3	1686.2	17.777	0.69
方4-斜3	1686.25	17.846	0.692
方4-斜3	1686.3	17.913	0.693
方4-斜3	1686.35	17.976	0.695
方4-斜3	1686.4	18.037	0.697
方4-斜3	1686.45	18.094	0.699
方4-斜3	1686.5	18.149	0.701
方4-斜3	1686.55	18.201	0.703
方4-斜3	1686.6	18.25	0.705
方4-斜3	1686.65	18.296	0.707
方4-斜3	1686.7	18.339	0.709
方4-斜3	1686.75	18.379	0.711
方4-斜3	1686.8	18.416	0.713
方4-斜3	1686.85	18.451	0.715
方4-斜3	1686.9	18.482	0.717
方4-斜3	1686.95	18.511	0.719
方4-斜3	1687	18.536	0.721
方4-斜3	1687.05	18.559	0.723
方4-斜3	1687.1	18.579	0.726
方4-斜3	1687.15	18.596	0.728
方4-斜3	1687.2	18.61	0.73
方4-斜3	1687.25	18.621	0.732
方4-斜3	1687.3	18.63	0.735
方4-斜3	1687.35	18.636	0.737
方4-斜3	1687.4	18.639	0.739
方4-斜3	1687.45	18.64	0.742
方4-斜3	1687.5	18.637	0.744
方4-斜3	1687.55	18.633	0.747
方4-斜3	1687.6	18.625	0.749
方4-斜3	1687.65	18.615	0.752
方4-斜3	1687.7	18.603	0.754
方4-斜3	1687.75	18.588	0.756
方4-斜3	1687.8	18.57	0.759
方4-斜3	1687.85	18.55	0.761
方4-斜3	1687.9	18.528	0.764
方4-斜3	1687.95	18.504	0.767
方4-斜3	1688	18.477	0.769
方4-斜3	1688.05	18.448	0.772
方4-斜3	1688.1	18.417	0.774
方4-斜3	1688.15	18.383	0.777
方4-斜3	1688.2	18.348	0.779
方4-斜3	1688.25	18.311	0.782
方4-斜3	1688.3	18.271	0.785
方4-斜3	1688.35	18.23	0.787
方4-斜3	1688.4	18.187	0.79
方4-斜3	1688.45	18.142	0.793
方4-斜3	1688.5	18.096	0.795
方4-斜3	1688.55	18.048	0.798
方4-斜3	1688.6	17.998	0.801
方4-斜3	1688.65	17.947	0.803
方4-斜3	1688.7	17.894	0.806
方4-斜3	1688.75	17.84	0.809
方4-斜3	1688.8	17.784	0.811
方4-斜3	1688.85	17.727	0.814
方4-斜3	1688.9	17.669	0.817
方4-斜3	1688.95	17.61	0.819
方4-斜3	1689	17.55	0.822
方4-斜3	1689.05	17.488	0.825
方4-斜3	1689.1	17.426	0.827
方4-斜3	1689.15	17.362	0.83
方4-斜3	1689.2	17.298	0.833
方4-斜3	1689.25	17.233	0.836
方4-斜3	1689.3	17.168	0.838
方4-斜3	1689.35	17.101	0.841
方4-斜3	1689.4	17.035	0.844
方4-斜3	1689.45	16.967	0.846
方4-斜3	1689.5	16.899	0.849
方4-斜3	1689.55	16.831	0.852
方4-斜3	1689.6	16.762	0.854
方4-斜3	1689.65	16.693	0.857
方4-斜3	1689.7	16.624	0.86
方4-斜3	1689.75	16.554	0.862
方4-斜3	1689.8	16.484	0.865
方4-斜3	1689.85	16.415	0.868
方4-斜3	1689.9	16.345	0.87
方4-斜3	1689.95	16.275	0.873
方4-斜3	1690	16.205	0.876
方4-斜3	1690.05	16.136	0.878
方4-斜3	1690.1	16.066	0.881
方4-斜3	1690.15	15.997	0.883
方4-斜3	1690.2	15.928	0.886
方4-斜3	1690.25	15.86	0.889
方4-斜3	1690.3	15.791	0.891
方4-斜3	1690.35	15.723	0.894
方4-斜3	1690.4	15.656	0.896
方4-斜3	1690.45	15.589	0.899
方4-斜3	1690.5	15.522	0.901
方4-斜3	1690.55	15.456	0.904
方4-斜3	1690.6	15.391	0.906
方4-斜3	1690.65	15.326	0.909
方4-斜3	1690.7	15.262	0.911
方4-斜3	1690.75	15.199	0.914
方4-斜3	1690.8	15.136	0.916
方4-斜3	1690.85	15.074	0.919
方4-斜3	1690.9	15.012	0.921
方4-斜3	1690.95	14.952	0.924
方4-斜3	1691	14.892	0.926
方4-斜3	1691.05	14.833	0.928
方4-斜3	1691.1	14.775	0.931
方4-斜3	1691.15	14.717	0.933
方4-斜3	1691.2	14.661	0.936
方4-斜3	1691.25	14.605	0.938
方4-斜3	1691.3	14.551	0.94
方4-斜3	1691.35	14.444	0.945
方4-斜3	1691.4	14.392	0.947
方4-斜3	1691.45	14.341	0.95
方4-斜3	1691.5	14.291	0.952
方4-斜3	1691.55	14.242	0.954
方4-斜3	1691.6	14.194	0.956
方4-斜3	1691.65	14.147	0.959
方4-斜3	1691.7	14.1	0.961
方4-斜3	1691.75	14.055	0.963
方4-斜3	1691.8	14.011	0.965
方4-斜3	1691.85	13.967	0.968
方4-斜3	1691.9	13.925	0.97
方4-斜3	1691.95	13.883	0.972
方4-斜3	1692	13.843	0.974
方4-斜3	1692.05	13.803	0.976
方4-斜3	1692.1	13.765	0.978
方4-斜3	1692.15	13.727	0.981
方4-斜3	1692.2	13.69	0.983
方4-斜3	1692.25	13.654	0.985
方4-斜3	1692.3	13.619	0.987
方4-斜3	1692.35	13.585	0.989
方4-斜3	1692.4	13.552	0.991
方4-斜3	1692.45	13.519	0.993
方4-斜3	1692.5	13.488	0.995
方4-斜3	1692.55	13.457	0.997
方4-斜3	1692.6	13.428	1
方4-斜3	1692.65	13.399	1.002
方4-斜3	1692.7	13.371	1.004
方4-斜3	1692.75	13.343	1.006
方4-斜3	1692.8	13.317	1.008
方4-斜3	1692.85	13.291	1.01
方4-斜3	1692.9	13.266	1.012
方4-斜3	1692.95	13.242	1.014
方4-斜3	1693	13.218	1.016
方4-斜3	1693.05	13.195	1.018
方4-斜3	1693.1	13.173	1.02
方4-斜3	1693.15	13.152	1.022
方4-斜3	1693.2	13.131	1.024
方4-斜3	1693.25	13.111	1.026
方4-斜3	1693.3	13.091	1.028
方4-斜3	1693.35	13.073	1.03
方4-斜3	1693.4	13.054	1.032
方4-斜3	1693.45	13.037	1.034
方4-斜3	1693.5	13.02	1.036
方4-斜3	1693.55	13.003	1.038
方4-斜3	1693.6	12.987	1.04
方4-斜3	1693.65	12.972	1.042
方4-斜3	1693.7	12.957	1.044
方4-斜3	1693.75	12.943	1.045
方4-斜3	1693.8	12.929	1.047
方4-斜3	1693.85	12.916	1.049
方4-斜3	1693.9	12.903	1.051
方4-斜3	1693.95	12.89	1.053
方4-斜3	1694	12.878	1.055
方4-斜3	1694.05	12.867	1.057
方4-斜3	1694.1	12.855	1.059
方4-斜3	1694.15	12.845	1.061
方4-斜3	1694.2	12.834	1.063
方4-斜3	1694.25	12.824	1.064
方4-斜3	1694.3	12.814	1.066
方4-斜3	1694.35	12.805	1.068
方4-斜3	1694.4	12.796	1.07
方4-斜3	1694.45	12.787	1.072
方4-斜3	1694.5	12.779	1.074
方4-斜3	1694.55	12.771	1.075
方4-斜3	1694.6	12.763	1.077
方4-斜3	1694.65	12.756	1.079
方4-斜3	1694.7	12.749	1.081
方4-斜3	1694.75	12.742	1.082
方4-斜3	1694.8	12.735	1.084
方4-斜3	1694.85	12.729	1.086
方4-斜3	1694.9	12.722	1.088
方4-斜3	1694.95	12.717	1.089
方4-斜3	1695	12.711	1.091
方4-斜3	1695.05	12.705	1.093
方4-斜3	1695.1	12.7	1.094
方4-斜3	1695.15	12.695	1.096
方4-斜3	1695.2	12.69	1.097
方4-斜3	1695.25	12.685	1.099
方4-斜3	1695.3	12.681	1.101
方4-斜3	1695.35	12.676	1.102
方4-斜3	1695.4	12.672	1.104
方4-斜3	1695.45	12.668	1.105
方4-斜3	1695.5	12.664	1.107
方4-斜3	1695.55	12.66	1.108
方4-斜3	1695.6	12.656	1.11
方4-斜3	1695.65	12.653	1.111
方4-斜3	1695.7	12.649	1.113
方4-斜3	1695.75	12.646	1.114
方4-斜3	1695.8	12.643	1.115
方4-斜3	1695.85	12.64	1.117
方4-斜3	1695.9	12.637	1.118
方4-斜3	1695.95	12.634	1.119
方4-斜3	1696	12.631	1.121
方4-斜3	1696.05	12.629	1.122
方4-斜3	1696.1	12.626	1.123
方4-斜3	1696.15	12.624	1.124
方4-斜3	1696.2	12.621	1.125
方4-斜3	1696.25	12.619	1.127
方4-斜3	1696.3	12.617	1.128
方4-斜3	1696.35	12.615	1.129
方4-斜3	1696.4	12.613	1.13
方4-斜3	1696.45	12.611	1.131
方4-斜3	1696.5	12.609	1.132
方4-斜3	1696.55	12.607	1.133
方4-斜3	1696.6	12.605	1.134
方4-斜3	1696.65	12.604	1.135
方4-斜3	1696.7	12.602	1.135
方4-斜3	1696.75	12.6	1.136
方4-斜3	1696.8	12.599	1.137
方4-斜3	1696.85	12.597	1.138
方4-斜3	1696.9	12.596	1.138
方4-斜3	1696.95	12.594	1.139
方4-斜3	1697	12.593	1.14
方4-斜3	1697.05	12.591	1.14
方4-斜3	1697.1	12.59	1.141
方4-斜3	1697.15	12.589	1.142
方4-斜3	1697.2	12.588	1.142
方4-斜3	1697.25	12.586	1.143
方4-斜3	1697.3	12.585	1.143
方4-斜3	1697.35	12.584	1.143
方4-斜3	1697.4	12.583	1.144
方4-斜3	1697.45	12.582	1.144
方4-斜3	1697.5	12.581	1.144
方4-斜3	1697.55	12.58	1.145
方4-斜3	1697.6	12.579	1.145
方4-斜3	1697.65	12.578	1.145
方4-斜3	1697.7	12.577	1.145
方4-斜3	1697.75	12.576	1.145
方4-斜3	1697.8	12.575	1.146
方4-斜3	1697.85	12.574	1.146
方4-斜3	1697.9	12.573	1.146
方4-斜3	1697.95	12.572	1.146
方4-斜3	1698	12.572	1.146
方4-斜3	1698.05	12.571	1.146
方4-斜3	1698.1	12.57	1.146
方4-斜3	1698.15	12.569	1.146
方4-斜3	1698.2	12.568	1.145
方4-斜3	1698.25	12.567	1.145
方4-斜3	1698.3	12.567	1.145
方4-斜3	1698.35	12.566	1.145
方4-斜3	1698.4	12.565	1.145
方4-斜3	1698.45	12.564	1.144
方4-斜3	1698.5	12.563	1.144
方4-斜3	1698.55	12.562	1.144
方4-斜3	1698.6	12.562	1.144
方4-斜3	1698.65	12.561	1.143
方4-斜3	1698.7	12.56	1.143
方4-斜3	1698.75	12.559	1.143
方4-斜3	1698.8	12.558	1.142
方4-斜3	1698.85	12.558	1.142
方4-斜3	1698.9	12.557	1.142
方4-斜3	1698.95	12.556	1.141
方4-斜3	1699	12.555	1.141
方4-斜3	1699.05	12.554	1.14
方4-斜3	1699.1	12.553	1.14
方4-斜3	1699.15	12.553	1.14
方4-斜3	1699.2	12.552	1.139
方4-斜3	1699.25	12.551	1.139
方4-斜3	1699.3	12.55	1.138
方4-斜3	1699.35	12.549	1.138
方4-斜3	1699.4	12.548	1.138
方4-斜3	1699.45	12.547	1.137
方4-斜3	1699.5	12.546	1.137
方4-斜3	1699.55	12.545	1.136
方4-斜3	1699.6	12.544	1.136
方4-斜3	1699.65	12.543	1.136
方4-斜3	1699.7	12.542	1.135
方4-斜3	1699.75	12.541	1.135
方4-斜3	1699.8	12.54	1.135
方4-斜3	1699.85	12.539	1.134
方4-斜3	1699.9	12.538	1.134
方4-斜3	1699.95	12.537	1.134
方4-斜3	1700	12.536	1.133
方4-斜3	1700.05	12.534	1.133
方4-斜3	1700.1	12.533	1.133
方4-斜3	1700.15	12.532	1.133
方4-斜3	1700.2	12.531	1.133
方4-斜3	1700.25	12.53	1.132
方4-斜3	1700.3	12.528	1.132
方4-斜3	1700.35	12.527	1.132
方4-斜3	1700.4	12.526	1.132
方4-斜3	1700.45	12.524	1.132
方4-斜3	1700.5	12.523	1.132
方4-斜3	1700.55	12.522	1.132
方4-斜3	1700.6	12.52	1.132
方4-斜3	1700.65	12.519	1.132
方4-斜3	1700.7	12.517	1.132
方4-斜3	1700.75	12.516	1.132
方4-斜3	1700.8	12.514	1.132
方4-斜3	1700.85	12.513	1.132
方4-斜3	1700.9	12.511	1.133
方4-斜3	1700.95	12.509	1.133
方4-斜3	1701	12.508	1.133
方4-斜3	1701.05	12.506	1.133
方4-斜3	1701.1	12.505	1.134
方4-斜3	1701.15	12.503	1.134
方4-斜3	1701.2	12.501	1.134
方4-斜3	1701.25	12.499	1.135
方4-斜3	1701.3	12.497	1.135
方4-斜3	1701.35	12.496	1.135
方4-斜3	1701.4	12.494	1.136
方4-斜3	1701.45	12.492	1.136
方4-斜3	1701.5	12.49	1.137
方4-斜3	1701.55	12.488	1.137
方4-斜3	1701.6	12.486	1.138
方4-斜3	1701.65	12.484	1.139
方4-斜3	1701.7	12.482	1.139
方4-斜3	1701.75	12.48	1.14
方4-斜3	1701.8	12.478	1.141
方4-斜3	1701.85	12.475	1.141
方4-斜3	1701.9	12.473	1.142
方4-斜3	1701.95	12.471	1.143
方4-斜3	1702	12.469	1.144
方4-斜3	1702.05	12.466	1.144
方4-斜3	1702.1	12.464	1.145
方4-斜3	1702.15	12.462	1.146
方4-斜3	1702.2	12.459	1.147
方4-斜3	1702.25	12.457	1.148
方4-斜3	1702.3	12.454	1.149
方4-斜3	1702.35	12.452	1.15
方4-斜3	1702.4	12.449	1.151
方4-斜3	1702.45	12.447	1.152
方4-斜3	1702.5	12.444	1.153
方4-斜3	1702.55	12.441	1.154
方4-斜3	1702.6	12.439	1.155
方4-斜3	1702.65	12.436	1.156
方4-斜3	1702.7	12.433	1.157
方4-斜3	1702.75	12.43	1.158
方4-斜3	1702.8	12.427	1.159
方4-斜3	1702.85	12.424	1.16
方4-斜3	1702.9	12.421	1.161
方4-斜3	1702.95	12.418	1.162
方4-斜3	1703	12.415	1.164
方4-斜3	1703.05	12.412	1.165
方4-斜3	1703.1	12.409	1.166
方4-斜3	1703.15	12.406	1.167
方4-斜3	1703.2	12.402	1.168
方4-斜3	1703.25	12.399	1.17
方4-斜3	1703.3	12.396	1.171
方4-斜3	1703.35	12.392	1.172
方4-斜3	1703.4	12.389	1.173
方4-斜3	1703.45	12.385	1.175
方4-斜3	1703.5	12.382	1.176
方4-斜3	1703.55	12.378	1.177
方4-斜3	1703.6	12.375	1.179
方4-斜3	1703.65	12.371	1.18
方4-斜3	1703.7	12.367	1.181
方4-斜3	1703.75	12.363	1.183
方4-斜3	1703.8	12.36	1.184
方4-斜3	1703.85	12.356	1.185
方4-斜3	1703.9	12.352	1.187
方4-斜3	1703.95	12.348	1.188
方4-斜3	1704	12.344	1.189
方4-斜3	1704.05	12.339	1.191
方4-斜3	1704.1	12.335	1.192
方4-斜3	1704.15	12.331	1.193
方4-斜3	1704.2	12.327	1.195
方4-斜3	1704.25	12.322	1.196
方4-斜3	1704.3	12.318	1.197
方4-斜3	1704.35	12.313	1.199
方4-斜3	1704.4	12.309	1.2
方4-斜3	1704.45	12.304	1.202
方4-斜3	1704.5	12.3	1.203
方4-斜3	1704.55	12.295	1.204
方4-斜3	1704.6	12.29	1.206
方4-斜3	1704.65	12.285	1.207
方4-斜3	1704.7	12.28	1.208
方4-斜3	1704.75	12.275	1.21
方4-斜3	1704.8	12.27	1.211
方4-斜3	1704.85	12.265	1.212
方4-斜3	1704.9	12.26	1.214
